tiempo,energia_activa,energia_activa_sin_factor,energia_rectiva,energia_rectiva_sin_factor,demanda_activa,demanda_reactiva,TempCelcius,HR,Lluviamm,Dirdelviento,Veldelviento_m/s,Velderafagas_m/s,year,month,day,hour,weekday,pandemia
2020-03-17 00:00:00,852.5999999999999,0.203,386.4,0.092,3410.4,1545.6,25.967166666666667,89.14999999999999,0.0,197.01666666666665,0.0,1.2183333333333333,2020,3,17,0,1,1
2020-03-17 01:00:00,848.4,0.202,428.4,0.102,3393.6,1713.6,25.94283333333333,89.83333333333333,0.0,218.0666666666667,0.0,0.42,2020,3,17,1,1,1
2020-03-17 02:00:00,844.2,0.201,466.2000000000001,0.111,3376.8,1864.8,25.954999999999995,90.61666666666666,0.0,204.9666666666667,0.0416666666666666,0.8383333333333334,2020,3,17,2,1,1
2020-03-17 03:00:00,848.4000000000001,0.202,495.6,0.118,3393.6000000000004,1982.4,25.8615,92.38333333333333,0.0,188.3333333333333,0.0416666666666666,0.8383333333333333,2020,3,17,3,1,1
2020-03-17 04:00:00,848.4,0.202,533.4,0.127,3393.6,2133.6,25.845333333333333,93.46666666666668,0.0,192.3,0.0,0.2516666666666666,2020,3,17,4,1,1
2020-03-17 05:00:00,848.4,0.202,562.8,0.134,3393.6,2251.2,25.618666666666662,94.35,0.0,172.0,0.0833333333333333,0.8799999999999999,2020,3,17,5,1,1
2020-03-17 06:00:00,814.8,0.194,483.0,0.115,3259.2,1932.0,25.12933333333333,95.16666666666669,0.0,92.43333333333334,0.1666666666666666,1.7216666666666665,2020,3,17,6,1,1
2020-03-17 07:00:00,903.0,0.215,567.0,0.135,3612.0,2268.0,25.230166666666666,96.01666666666668,0.0,110.21666666666668,0.0,0.6316666666666667,2020,3,17,7,1,1
2020-03-17 08:00:00,1142.4,0.272,567.0,0.135,4569.6,2268.0,26.48783333333333,94.25,0.0,279.15,0.4599999999999999,2.098333333333333,2020,3,17,8,1,1
2020-03-17 09:00:00,1234.8000000000002,0.294,621.6,0.148,4939.200000000001,2486.4,27.84466666666667,88.93333333333332,0.0,271.4166666666667,0.545,2.181666666666666,2020,3,17,9,1,1
2020-03-17 10:00:00,1293.6,0.308,583.8,0.139,5174.4,2335.2,28.3625,84.55,0.0,230.5,0.7566666666666667,2.643333333333333,2020,3,17,10,1,1
2020-03-17 11:00:00,1302.0,0.31,575.4000000000001,0.137,5208.0,2301.6000000000004,28.693166666666663,83.16666666666667,0.0,146.01666666666668,1.3433333333333335,4.531666666666666,2020,3,17,11,1,1
2020-03-17 12:00:00,1255.7999999999995,0.299,571.2,0.136,5023.199999999999,2284.8,30.311000000000003,79.23333333333333,0.0,263.71666666666664,0.9216666666666664,3.0216666666666665,2020,3,17,12,1,1
2020-03-17 13:00:00,1201.2,0.286,533.4,0.127,4804.8,2133.6,30.8755,74.78333333333333,0.0,173.85000000000002,1.01,3.818333333333333,2020,3,17,13,1,1
2020-03-17 14:00:00,1184.4,0.282,520.8,0.124,4737.6,2083.2,31.1855,75.05,0.0,107.65,1.26,3.861666666666667,2020,3,17,14,1,1
2020-03-17 15:00:00,1171.8,0.279,533.4,0.127,4687.2,2133.6,31.485,72.53333333333335,0.0,160.28333333333333,0.9666666666666668,3.735,2020,3,17,15,1,1
2020-03-17 16:00:00,1125.6,0.268,575.4,0.137,4502.4,2301.6,31.49366666666667,71.34999999999998,0.0,117.7,0.4616666666666666,2.478333333333333,2020,3,17,16,1,1
2020-03-17 17:00:00,1058.4,0.252,541.8,0.129,4233.6,2167.2,31.094666666666665,71.2,0.0,54.3,0.2083333333333333,1.385,2020,3,17,17,1,1
2020-03-17 18:00:00,957.6,0.2279999999999999,386.4,0.092,3830.4,1545.6,28.472666666666665,79.11666666666666,0.3,178.76666666666665,0.84,3.148333333333333,2020,3,17,18,1,1
2020-03-17 19:00:00,907.2,0.216,369.6,0.088,3628.8,1478.4,25.8335,90.35,0.1999999999999999,305.3666666666668,1.5949999999999998,4.071666666666666,2020,3,17,19,1,1
2020-03-17 20:00:00,886.2,0.211,394.8,0.094,3544.8,1579.1999999999998,26.68733333333333,90.28333333333332,0.0,175.98333333333335,0.2516666666666666,1.805,2020,3,17,20,1,1
2020-03-17 21:00:00,869.4,0.207,361.2000000000001,0.086,3477.6,1444.8000000000002,26.858666666666664,86.93333333333334,0.0,241.93333333333337,0.0,0.5466666666666667,2020,3,17,21,1,1
2020-03-17 22:00:00,861.0,0.205,365.4,0.087,3444.0,1461.6,26.8055,86.21666666666665,0.0,270.26666666666665,0.1666666666666666,1.2166666666666666,2020,3,17,22,1,1
2020-03-17 23:00:00,844.2,0.201,336.0,0.08,3376.8,1344.0,26.646500000000003,85.26666666666667,0.0,318.93333333333334,0.0,0.3766666666666666,2020,3,17,23,1,1
2020-03-18 00:00:00,844.2,0.201,382.2000000000001,0.091,3376.8,1528.8000000000002,26.353166666666667,85.03333333333335,0.0,211.05,0.4166666666666667,2.18,2020,3,18,0,2,1
2020-03-18 01:00:00,835.8,0.199,390.6,0.093,3343.2,1562.4,25.90233333333333,88.26666666666665,0.0,198.4333333333333,0.2916666666666667,2.475,2020,3,18,1,2,1
2020-03-18 02:00:00,835.8,0.199,399.0,0.095,3343.2,1596.0,25.7725,90.58333333333331,0.0,182.9833333333333,0.0833333333333333,1.3433333333333335,2020,3,18,2,2,1
2020-03-18 03:00:00,835.8,0.199,441.0,0.105,3343.2,1764.0,25.748166666666663,91.51666666666668,0.0,187.63333333333333,0.0833333333333333,1.2183333333333333,2020,3,18,3,2,1
2020-03-18 04:00:00,831.6,0.198,457.8,0.109,3326.4,1831.2,25.727833333333333,91.68333333333334,0.0,191.63333333333333,0.42,2.013333333333333,2020,3,18,4,2,1
2020-03-18 05:00:00,827.4000000000001,0.197,466.2000000000001,0.111,3309.6000000000004,1864.8,25.594166666666663,92.55,0.0,193.25,0.2916666666666667,1.805,2020,3,18,5,2,1
2020-03-18 06:00:00,793.8,0.189,478.8,0.114,3175.2,1915.2,25.480833333333333,93.8,0.0,177.36666666666665,0.0,0.6699999999999999,2020,3,18,6,2,1
2020-03-18 07:00:00,840.0,0.1999999999999999,550.1999999999999,0.131,3360.0,2200.8,27.485,92.4,0.0,214.3333333333333,0.0,1.0933333333333333,2020,3,18,7,2,1
2020-03-18 08:00:00,911.4,0.217,520.8,0.124,3645.6,2083.2,28.66416666666667,84.8,0.0,296.2333333333333,0.0416666666666666,1.26,2020,3,18,8,2,1
2020-03-18 09:00:00,936.6,0.223,491.4,0.1169999999999999,3746.4,1965.6,29.099833333333333,80.96666666666667,0.0,265.7833333333333,0.0,0.9666666666666668,2020,3,18,9,2,1
2020-03-18 10:00:00,970.2,0.2309999999999999,466.2000000000001,0.1109999999999999,3880.8,1864.8,29.460833333333337,80.3,0.0,122.13333333333334,0.0833333333333333,1.5533333333333337,2020,3,18,10,2,1
2020-03-18 11:00:00,978.6,0.2329999999999999,436.8,0.104,3914.4,1747.2,30.49233333333333,76.88333333333334,0.0,180.16666666666663,0.63,2.433333333333333,2020,3,18,11,2,1
2020-03-18 12:00:00,987.0,0.235,415.8,0.099,3948.0,1663.2,29.849166666666665,76.88333333333334,0.0,117.0,0.5883333333333334,2.5616666666666665,2020,3,18,12,2,1
2020-03-18 13:00:00,940.8,0.224,407.4,0.097,3763.2,1629.6,29.23566666666667,79.75,0.0,180.65,0.5433333333333333,2.433333333333333,2020,3,18,13,2,1
2020-03-18 14:00:00,936.6,0.223,470.4,0.112,3746.4,1881.6,29.86616666666666,78.53333333333335,0.0,138.06666666666663,0.2083333333333333,1.7216666666666665,2020,3,18,14,2,1
2020-03-18 15:00:00,924.0,0.22,499.80000000000007,0.119,3696.0,1999.2000000000005,30.37683333333333,76.46666666666665,0.0,206.85,0.0,0.9666666666666668,2020,3,18,15,2,1
2020-03-18 16:00:00,903.0,0.215,462.0,0.11,3612.0,1848.0,30.22883333333333,76.41666666666667,0.0,164.73333333333332,0.5883333333333334,2.56,2020,3,18,16,2,1
2020-03-18 17:00:00,919.8,0.219,462.0,0.11,3679.2,1848.0,29.6775,77.71666666666667,0.0,189.75,0.9683333333333332,3.398333333333333,2020,3,18,17,2,1
2020-03-18 18:00:00,856.8,0.204,348.6,0.083,3427.2,1394.4,28.9075,78.21666666666667,0.0,196.11666666666667,1.0083333333333333,3.7783333333333338,2020,3,18,18,2,1
2020-03-18 19:00:00,890.4,0.212,294.0,0.07,3561.6,1176.0,28.3775,79.58333333333334,0.0,201.0,1.135,4.03,2020,3,18,19,2,1
2020-03-18 20:00:00,882.0,0.21,294.0,0.07,3528.0,1176.0,28.08066666666667,81.53333333333335,0.0,192.35,1.0516666666666663,3.693333333333333,2020,3,18,20,2,1
2020-03-18 21:00:00,869.4,0.207,323.4,0.077,3477.6,1293.6,27.5955,82.73333333333333,0.0,185.5666666666667,1.1766666666666663,4.113333333333334,2020,3,18,21,2,1
2020-03-18 22:00:00,865.1999999999999,0.206,348.6,0.0829999999999999,3460.8,1394.4,26.94033333333333,85.60000000000001,0.0,175.23333333333335,0.7983333333333332,3.443333333333334,2020,3,18,22,2,1
2020-03-18 23:00:00,856.8,0.204,369.6,0.088,3427.2,1478.4,26.544666666666668,87.08333333333333,0.0,166.36666666666667,0.5433333333333333,3.065,2020,3,18,23,2,1
2020-03-19 00:00:00,848.4,0.202,394.8,0.094,3393.6,1579.1999999999998,26.04433333333333,88.78333333333335,0.0,206.38333333333333,0.715,3.3166666666666664,2020,3,19,0,3,1
2020-03-19 01:00:00,840.0,0.2,411.6,0.098,3360.0,1646.4,25.715666666666664,91.05,0.0,206.38333333333333,0.9683333333333332,3.526666666666667,2020,3,19,1,3,1
2020-03-19 02:00:00,831.5999999999999,0.198,432.6,0.103,3326.4,1730.4,25.79266666666668,91.0,0.0,178.0833333333333,0.63,3.02,2020,3,19,2,3,1
2020-03-19 03:00:00,831.5999999999999,0.198,466.2000000000001,0.111,3326.4,1864.8,25.80483333333333,90.85,0.0,202.41666666666663,0.7133333333333334,2.978333333333333,2020,3,19,3,3,1
2020-03-19 04:00:00,831.5999999999999,0.198,499.8,0.119,3326.4,1999.2,25.845333333333333,90.98333333333332,0.0,177.35,0.2083333333333333,2.138333333333333,2020,3,19,4,3,1
2020-03-19 05:00:00,831.5999999999999,0.198,520.8,0.124,3326.4,2083.2,25.84133333333334,91.3,0.0,168.93333333333334,0.5866666666666666,2.853333333333333,2020,3,19,5,3,1
2020-03-19 06:00:00,802.2,0.191,567.0,0.135,3208.8,2268.0,25.7845,91.13333333333333,0.0,134.53333333333333,0.375,2.393333333333333,2020,3,19,6,3,1
2020-03-19 07:00:00,852.5999999999999,0.2029999999999999,609.0,0.145,3410.4,2436.0,26.4635,88.93333333333334,0.0,153.26666666666668,0.4599999999999999,2.35,2020,3,19,7,3,1
2020-03-19 08:00:00,911.4,0.217,525.0,0.125,3645.6,2100.0,28.1635,82.01666666666667,0.0,157.25,0.5433333333333333,2.898333333333333,2020,3,19,8,3,1
2020-03-19 09:00:00,919.8,0.219,466.19999999999993,0.111,3679.2,1864.8,28.32433333333333,80.14999999999999,0.0,152.79999999999998,0.4183333333333333,2.181666666666666,2020,3,19,9,3,1
2020-03-19 10:00:00,949.2,0.226,504.0,0.12,3796.8,2016.0,30.5025,76.03333333333335,0.0,171.01666666666665,0.545,2.685,2020,3,19,10,3,1
2020-03-19 11:00:00,966.0,0.23,466.2000000000001,0.111,3864.0,1864.8,32.398666666666664,69.78333333333335,0.0,200.0666666666667,0.9266666666666666,3.566666666666667,2020,3,19,11,3,1
2020-03-19 12:00:00,907.2,0.216,415.8,0.099,3628.8,1663.2,32.93683333333333,66.23333333333333,0.0,194.0,0.7983333333333333,3.0666666666666664,2020,3,19,12,3,1
