N;Fecha Tiempo;TempCelcius ;HR;Lluviamm;Dirdelviento;Veldelviento_m/s;Velderafagas_m/s
26583;09/24/17 12:41:40 AM;22.011;87.4;0;207.8;1.76;5.29
26584;09/24/17 12:51:40 AM;21.915;87.9;0;195.1;1.76;5.29
26585;09/24/17 01:01:40 AM;21.772;88.2;0;205;2.01;6.8
26586;09/24/17 01:11:40 AM;21.7;88.4;0;199.4;2.01;5.79
26587;09/24/17 01:21:40 AM;21.628;88.8;0;207.8;2.27;5.79
26588;09/24/17 01:31:40 AM;21.7;88.9;0;214.8;2.01;5.04
26589;09/24/17 01:41:40 AM;21.676;89.1;0;198;1.51;4.53
26590;09/24/17 01:51:40 AM;21.724;89;0;144.6;0.76;2.52
26591;09/24/17 02:01:40 AM;21.748;88.9;0;228.8;0.5;3.78
26592;09/24/17 02:11:40 AM;21.652;88.8;0;206.4;1.01;3.53
26593;09/24/17 02:21:40 AM;21.628;89.1;0;202.2;1.01;4.78
26594;09/24/17 02:31:40 AM;21.581;89.2;0;202.2;0.76;3.78
26595;09/24/17 02:41:40 AM;21.461;89.2;0;200.8;1.01;3.53
26596;09/24/17 02:51:40 AM;21.485;89.5;0;207.8;1.01;3.27
26597;09/24/17 03:01:40 AM;21.413;89.6;0;212;1.26;4.78
26598;09/24/17 03:11:40 AM;21.461;89.9;0;207.8;1.51;5.29
26599;09/24/17 03:21:40 AM;21.318;90.1;0;210.6;2.01;5.04
26600;09/24/17 03:31:40 AM;21.39;90.3;0;209.2;2.01;5.04
26601;09/24/17 03:41:40 AM;21.557;90.3;0;203.6;1.01;3.02
26602;09/24/17 03:51:40 AM;21.509;90.1;0;209.2;0.76;3.53
26603;09/24/17 04:01:40 AM;21.628;90.1;0;198;0.25;2.27
26604;09/24/17 04:11:40 AM;21.604;89.9;0;192.3;1.26;4.03
26605;09/24/17 04:21:40 AM;21.581;89.7;0;199.4;0.76;3.78
26606;09/24/17 04:31:40 AM;21.652;89.5;0;205;0.5;3.02
26607;09/24/17 04:41:40 AM;21.557;89.3;0;212;0.5;2.77
26608;09/24/17 04:51:40 AM;21.604;89.3;0;221.8;0.25;2.77
26609;09/24/17 05:01:40 AM;21.676;89.3;0;223.2;0.5;3.02
26610;09/24/17 05:11:40 AM;21.533;89.1;0;237.3;0.5;2.77
26611;09/24/17 05:21:40 AM;21.461;89.1;0;209.2;0.76;3.27
26612;09/24/17 05:31:40 AM;21.581;89.2;0;216.2;1.01;3.78
26613;09/24/17 05:41:40 AM;21.652;89.1;0;168.5;0.76;4.03
26614;09/24/17 05:51:40 AM;21.676;88.9;0;175.5;0.5;3.02
26615;09/24/17 06:01:40 AM;21.676;88.9;0;133.4;0.76;3.02
26616;09/24/17 06:11:40 AM;21.724;88.6;0;119.3;0.5;2.01
26617;09/24/17 06:21:40 AM;21.772;88.2;0;119.3;0.5;1.76
26618;09/24/17 06:31:40 AM;21.867;88.1;0;115.1;0.25;2.01
26619;09/24/17 06:41:40 AM;21.915;88;0;174.1;0;1.01
26620;09/24/17 06:51:40 AM;21.939;87.8;0;155.8;0.25;2.27
26621;09/24/17 07:01:40 AM;22.058;87.6;0;188.1;0.25;1.26
26622;09/24/17 07:11:40 AM;22.202;87.3;0;115.1;0.25;1.26
26623;09/24/17 07:21:40 AM;22.226;87;0;155.8;0.25;1.76
26624;09/24/17 07:31:40 AM;22.609;87;0;139;0;1.01
26625;09/24/17 07:41:40 AM;22.633;86.5;0;210.6;0.25;1.76
26626;09/24/17 07:51:40 AM;23.112;86.1;0;199.4;0;1.51
26627;09/24/17 08:01:40 AM;23.593;85.4;0;213.4;0;0.76
26628;09/24/17 08:11:40 AM;23.761;84.1;0;183.9;0;1.76
26629;09/24/17 08:21:40 AM;23.954;83.2;0;192.3;0.25;1.76
26630;09/24/17 08:31:40 AM;24.171;82.4;0;200.8;0.5;2.27
26631;09/24/17 08:41:40 AM;24.339;81.7;0;192.3;0.5;2.52
26632;09/24/17 08:51:40 AM;24.823;81.1;0;206.4;0.76;3.02
26633;09/24/17 09:01:40 AM;24.992;79.9;0;221.8;0.76;3.78
26634;09/24/17 09:11:40 AM;25.307;78.9;0;192.3;1.01;3.53
26635;09/24/17 09:21:40 AM;25.598;78.2;0;190.9;0.76;3.02
26636;09/24/17 09:31:40 AM;25.331;77.5;0;176.9;0.76;3.02
26637;09/24/17 09:41:40 AM;25.477;77.8;0;198;1.26;4.53
26638;09/24/17 09:51:40 AM;25.72;76.8;0;162.9;0.76;3.78
26639;09/24/17 10:01:40 AM;27.358;75.5;0;235.9;0.25;2.27
26640;09/24/17 10:11:40 AM;26.378;73.8;0;164.3;1.01;4.03
26641;09/24/17 10:21:40 AM;28.023;74.2;0;213.4;0.76;2.77
26642;09/24/17 10:31:40 AM;27.776;71.9;0;336.9;0.5;2.77
26643;09/24/17 10:41:40 AM;27.53;72.4;0;183.9;1.01;3.02
26644;09/24/17 10:51:40 AM;27.382;71.6;0;207.8;1.01;3.27
26645;09/24/17 11:01:40 AM;28.072;70.7;0;198;0.76;4.03
26646;09/24/17 11:11:40 AM;27.554;70.9;0;179.7;0.76;3.02
26647;09/24/17 11:21:40 AM;27.604;70.5;0;196.5;1.01;2.77
26648;09/24/17 11:31:40 AM;28.518;70.8;0;165.7;0.76;3.78
26649;09/24/17 11:41:40 AM;28.295;69.1;0;190.9;0.76;3.02
26650;09/24/17 11:51:40 AM;29.69;69.2;0;261.1;0.76;3.02
26651;09/24/17 12:01:40 PM;28.493;68.7;0;190.9;1.26;4.78
26652;09/24/17 12:11:40 PM;28.667;68.2;0;193.7;1.01;3.27
26653;09/24/17 12:21:40 PM;29.89;68.1;0;193.7;1.01;3.02
26654;09/24/17 12:31:40 PM;29.54;66.3;0;212;1.26;4.03
26655;09/24/17 12:41:40 PM;28.072;65.8;0;153;1.26;5.04
26656;09/24/17 12:51:40 PM;30.041;67.3;0;189.5;1.26;3.53
26657;09/24/17 01:01:40 PM;30.192;64;0;219;0.76;2.77
26658;09/24/17 01:11:40 PM;29.54;65.7;0;195.1;1.01;3.53
26659;09/24/17 01:21:40 PM;28.99;66.2;0;244.3;1.01;4.03
26660;09/24/17 01:31:40 PM;28.766;67.8;0;263.9;1.51;4.03
26661;09/24/17 01:41:40 PM;29.464;68;0;216.2;1.26;4.03
26662;09/24/17 01:51:40 PM;29.414;67.4;0;171.3;1.76;5.54
26663;09/24/17 02:01:40 PM;29.24;67.2;0;287.8;1.76;6.04
26664;09/24/17 02:11:40 PM;29.966;66.7;0;205;1.51;4.53
26665;09/24/17 02:21:40 PM;29.69;65.9;0;198;1.76;5.04
26666;09/24/17 02:31:40 PM;29.215;66.2;0;200.8;1.76;5.54
26667;09/24/17 02:41:40 PM;29.464;67.2;0;144.6;1.76;6.04
26668;09/24/17 02:51:40 PM;29.89;67.1;0;240.1;1.26;4.53
26669;09/24/17 03:01:40 PM;29.365;67.6;0;308.9;1.76;5.04
26670;09/24/17 03:11:40 PM;28.816;68;0;203.6;2.01;6.55
26671;09/24/17 03:21:40 PM;29.365;68.9;0;175.5;2.27;5.54
26672;09/24/17 03:31:40 PM;29.615;67.6;0;230.2;1.76;5.54
26673;09/24/17 03:41:40 PM;29.265;67.9;0;226;2.01;5.79
26674;09/24/17 03:51:40 PM;29.215;68.5;0;182.5;2.52;5.79
26675;09/24/17 04:01:40 PM;28.841;68.8;0;181.1;2.01;5.79
26676;09/24/17 04:11:40 PM;29.015;69.5;0;293.4;2.01;4.78
26677;09/24/17 04:21:40 PM;28.816;69;0;226;2.01;6.04
26678;09/24/17 04:31:40 PM;28.717;69.6;0;202.2;1.76;5.79
26679;09/24/17 04:41:40 PM;28.667;70.1;0;318.7;1.51;4.03
26680;09/24/17 04:51:40 PM;28.791;70.8;0;292;1.51;4.03
26681;09/24/17 05:01:40 PM;28.345;71.2;0;297.6;1.76;5.04
26682;09/24/17 05:11:40 PM;28.122;71.8;0;209.2;1.76;5.79
26683;09/24/17 05:21:40 PM;28.122;72.4;0;263.9;1.26;5.04
26684;09/24/17 05:31:40 PM;27.751;73;0;196.5;1.76;5.29
26685;09/24/17 05:41:40 PM;27.604;74.1;0;198;2.01;5.04
26686;09/24/17 05:51:40 PM;27.333;74.4;0;175.5;2.27;5.29
26687;09/24/17 06:01:40 PM;27.186;76;0;172.7;2.01;5.54
26688;09/24/17 06:11:40 PM;26.646;77.4;0;198;1.51;5.54
26689;09/24/17 06:21:40 PM;26.061;79.3;0;195.1;2.01;4.78
26690;09/24/17 06:31:40 PM;25.963;80.6;0;205;1.26;4.53
26691;09/24/17 06:41:40 PM;25.768;80.8;0;161.5;1.26;4.53
26692;09/24/17 06:51:40 PM;25.817;81;0;182.5;1.51;4.28
26693;09/24/17 07:01:40 PM;25.331;80.9;0;188.1;2.01;5.79
26694;09/24/17 07:11:40 PM;25.404;81.9;0;182.5;1.76;4.53
26695;09/24/17 07:21:40 PM;25.501;82.1;0;189.5;1.26;3.78
26696;09/24/17 07:31:40 PM;25.307;82.2;0;189.5;1.51;4.53
26697;09/24/17 07:41:40 PM;25.089;82.6;0;186.7;1.01;3.78
26698;09/24/17 07:51:40 PM;24.798;83.3;0;192.3;1.76;5.04
26699;09/24/17 08:01:40 PM;24.944;83.5;0;198;1.26;4.03
26700;09/24/17 08:11:40 PM;24.726;82.6;0;200.8;1.51;4.03
26701;09/24/17 08:21:40 PM;24.532;82.8;0;214.8;1.51;5.54
26702;09/24/17 08:31:40 PM;24.243;82.9;0;198;2.52;6.3
26703;09/24/17 08:41:40 PM;24.098;83.1;0;207.8;2.27;5.29
26704;09/24/17 08:51:40 PM;24.122;83.6;0;203.6;2.01;6.8
26705;09/24/17 09:01:40 PM;23.978;84;0;198;2.01;5.79
26706;09/24/17 09:11:40 PM;23.593;84.5;0;202.2;2.27;5.79
26707;09/24/17 09:21:40 PM;23.448;84.8;0;214.8;1.51;5.29
26708;09/24/17 09:31:40 PM;23.232;85;0;216.2;1.76;5.04
26709;09/24/17 09:41:40 PM;23.184;85.5;0;205;1.76;8.06
26710;09/24/17 09:51:40 PM;22.92;86;0;205;2.77;7.81
26711;09/24/17 10:01:40 PM;22.8;86.5;0;209.2;2.27;7.05
26712;09/24/17 10:11:40 PM;22.633;86.9;0;199.4;2.52;6.3
26713;09/24/17 10:21:40 PM;22.585;87.2;0;219;2.27;5.79
26714;09/24/17 10:31:40 PM;22.585;87.3;0;221.8;2.01;6.55
26715;09/24/17 10:41:40 PM;22.681;87.5;0;216.2;2.27;6.8
26716;09/24/17 10:51:40 PM;22.513;87.6;0;198;1.76;4.53
26717;09/24/17 11:01:40 PM;22.489;87.8;0;196.5;2.01;5.79
26718;09/24/17 11:11:40 PM;22.465;87.8;0;214.8;2.01;6.04
26719;09/24/17 11:21:40 PM;22.274;87.7;0;210.6;2.01;5.54
26720;09/24/17 11:31:40 PM;22.321;87.9;0;230.2;1.76;5.54
26721;09/24/17 11:41:40 PM;22.369;88.1;0;196.5;1.51;4.78
26722;09/24/17 11:51:40 PM;22.369;88;0;212;1.51;5.29
26723;09/25/17 12:01:40 AM;22.298;88.1;0;190.9;1.51;5.79
26724;09/25/17 12:11:40 AM;22.321;88;0;230.2;1.51;6.3
26725;09/25/17 12:21:40 AM;22.13;87.9;0;207.8;2.01;5.29
26726;09/25/17 12:31:40 AM;22.13;88.3;0;209.2;1.76;5.79
26727;09/25/17 12:41:40 AM;22.106;88.5;0;200.8;2.01;6.04
26728;09/25/17 12:51:40 AM;22.011;88.7;0;206.4;2.01;6.55
26729;09/25/17 01:01:40 AM;22.034;88.6;0;199.4;1.76;5.54
26730;09/25/17 01:11:40 AM;22.106;88.5;0;227.4;1.26;5.54
26731;09/25/17 01:21:40 AM;22.058;88.4;0;214.8;1.76;6.3
26732;09/25/17 01:31:40 AM;22.058;88.4;0;203.6;1.76;4.53
26733;09/25/17 01:41:40 AM;22.011;88.2;0;224.6;1.51;5.79
26734;09/25/17 01:51:40 AM;22.058;88.1;0;202.2;1.51;5.54
26735;09/25/17 02:01:40 AM;21.915;88.1;0;230.2;1.26;5.04
26736;09/25/17 02:11:40 AM;21.891;88.1;0;174.1;1.01;5.54
26737;09/25/17 02:21:40 AM;22.082;88.2;0;132;1.01;4.03
26738;09/25/17 02:31:40 AM;21.939;87.9;0;146;0.76;3.53
26739;09/25/17 02:41:40 AM;22.082;88;0;123.5;0.76;2.01
26740;09/25/17 02:51:40 AM;21.987;87.8;0;120.7;1.26;3.02
26741;09/25/17 03:01:40 AM;22.011;87.7;0;119.3;1.01;3.27
26742;09/25/17 03:11:40 AM;22.058;87.5;0;127.8;0.76;3.02
26743;09/25/17 03:21:40 AM;21.891;87.4;0;137.6;1.01;3.02
26744;09/25/17 03:31:40 AM;21.891;87.5;0;117.9;0.5;2.52
26745;09/25/17 03:41:40 AM;21.891;87.6;0;134.8;0.76;2.52
26746;09/25/17 03:51:40 AM;21.891;87.6;0;139;0.76;3.02
26747;09/25/17 04:01:40 AM;21.795;87.8;0;120.7;0.76;2.27
26748;09/25/17 04:11:40 AM;21.748;87.8;0;133.4;0.5;2.27
26749;09/25/17 04:21:40 AM;21.724;87.9;0;193.7;0.76;3.78
26750;09/25/17 04:31:40 AM;21.533;88.3;0;203.6;1.01;4.03
26751;09/25/17 04:41:40 AM;21.461;88.9;0;217.6;1.01;3.27
26752;09/25/17 04:51:40 AM;21.604;89.4;0;219;1.01;3.53
26753;09/25/17 05:01:40 AM;21.461;89.7;0;198;0.76;2.77
26754;09/25/17 05:11:40 AM;21.342;89.9;0;213.4;1.51;4.78
26755;09/25/17 05:21:40 AM;21.366;89.9;0;200.8;1.26;4.03
26756;09/25/17 05:31:40 AM;21.485;89.6;0;192.3;1.01;4.03
26757;09/25/17 05:41:40 AM;21.557;89.2;0;176.9;1.01;3.27
26758;09/25/17 05:51:40 AM;21.581;88.8;0;209.2;1.01;4.03
26759;09/25/17 06:01:40 AM;21.533;88.6;0;132;1.01;3.78
26760;09/25/17 06:11:40 AM;21.461;88.7;0;127.8;1.26;3.53
26761;09/25/17 06:21:40 AM;21.533;88.9;0;167.1;0.76;4.53
26762;09/25/17 06:31:40 AM;21.557;88.7;0;143.2;0.76;3.53
26763;09/25/17 06:41:40 AM;21.795;88.6;0;154.4;0.76;3.02
26764;09/25/17 06:51:40 AM;21.963;88.2;0;162.9;0.76;3.02
26765;09/25/17 07:01:40 AM;22.154;87.6;0;151.6;0.5;2.52
26766;09/25/17 07:11:40 AM;22.345;87.1;0;134.8;0.76;3.53
26767;09/25/17 07:21:40 AM;22.561;86.6;0;134.8;0.5;1.76
26768;09/25/17 07:31:40 AM;23.136;86.1;0;172.7;0.25;1.51
26769;09/25/17 07:41:40 AM;23.4;84.8;0;148.8;0.5;2.27
26770;09/25/17 07:51:40 AM;23.857;83.8;0;124.9;0.25;2.52
26771;09/25/17 08:01:40 AM;23.809;82.7;0;126.4;0.5;1.51
26772;09/25/17 08:11:40 AM;24.219;82.1;0;122.1;0.5;2.01
26773;09/25/17 08:21:40 AM;24.291;81;0;117.9;0.5;2.27
26774;09/25/17 08:31:40 AM;24.968;80.7;0;140.4;0.76;3.53
26775;09/25/17 08:41:40 AM;26.061;79.4;0;206.4;0.76;2.52
26776;09/25/17 08:51:40 AM;27.063;76.5;0;160;0.25;1.76
26777;09/25/17 09:01:40 AM;27.235;74.5;0;202.2;0.25;1.76
26778;09/25/17 09:11:40 AM;26.475;74;0;161.5;0.25;1.76
26779;09/25/17 09:21:40 AM;26.549;74.6;0;172.7;0.25;1.51
26780;09/25/17 09:31:40 AM;26.451;74.4;0;188.1;0.5;2.77
26781;09/25/17 09:41:40 AM;25.793;74.7;0;179.7;0.5;2.01
26782;09/25/17 09:51:40 AM;26.598;75.8;0;164.3;0.76;3.02
26783;09/25/17 10:01:40 AM;26.012;75;0;198;1.01;3.78
26784;09/25/17 10:11:40 AM;27.087;74.8;0;216.2;0.5;2.01
26785;09/25/17 10:21:40 AM;26.646;73.8;0;198;0.5;2.77
26786;09/25/17 10:31:40 AM;26.867;74;0;181.1;0.76;3.27
26787;09/25/17 10:41:40 AM;28.048;73.1;0;188.1;0.76;2.27
26788;09/25/17 10:51:40 AM;28.617;70;0;193.7;1.01;3.27
26789;09/25/17 11:01:40 AM;29.565;68.7;0;226;0.5;2.01
26790;09/25/17 11:11:40 AM;29.29;67.9;0;196.5;0.76;2.27
26791;09/25/17 11:21:40 AM;28.122;68;0;266.7;0.5;2.01
26792;09/25/17 11:31:40 AM;28.692;69.3;0;245.7;0.5;2.27
26793;09/25/17 11:41:40 AM;28.667;68.4;0;148.8;0.5;2.27
26794;09/25/17 11:51:40 AM;27.998;70.2;0;339.7;1.26;4.28
26795;09/25/17 12:01:40 PM;27.949;71.1;0;82.8;1.51;4.28
26796;09/25/17 12:11:40 PM;28.295;71;0;74.4;1.26;3.78
26797;09/25/17 12:21:40 PM;28.394;70.1;0;230.2;1.26;4.53
26798;09/25/17 12:31:40 PM;27.949;69.5;0;94.1;1.26;3.27
26799;09/25/17 12:41:40 PM;27.604;70.2;0;87;1.51;4.28
26800;09/25/17 12:51:40 PM;28.345;71.4;0;47.7;1.26;3.02
26801;09/25/17 01:01:40 PM;28.717;70.6;0;321.5;0.76;2.52
26802;09/25/17 01:11:40 PM;28.841;69.4;0;127.8;0.76;2.77
26803;09/25/17 01:21:40 PM;28.617;69.9;0;95.5;1.26;4.03
26804;09/25/17 01:31:40 PM;28.221;70.2;0;110.9;1.51;3.27
26805;09/25/17 01:41:40 PM;28.816;69.9;0;123.5;1.26;3.53
26806;09/25/17 01:51:40 PM;28.916;69.1;0;85.6;1.51;4.28
26807;09/25/17 02:01:40 PM;29.439;67.6;0;195.1;0.76;3.02
26808;09/25/17 02:11:40 PM;29.89;66.9;0;54.8;0.76;2.52
26809;09/25/17 02:21:40 PM;29.49;66.7;0;158.6;1.51;4.03
26810;09/25/17 02:31:40 PM;31.001;66.8;0;205;1.26;4.03
26811;09/25/17 02:41:40 PM;30.621;65.2;0;273.8;1.01;3.27
26812;09/25/17 02:51:40 PM;30.192;65.7;0;301.8;1.51;4.78
26813;09/25/17 03:01:40 PM;28.518;66.4;0;157.2;2.27;5.04
26814;09/25/17 03:11:40 PM;29.115;68.4;0;178.3;1.76;4.78
26815;09/25/17 03:21:40 PM;29.464;67.8;0;171.3;1.51;4.28
26816;09/25/17 03:31:40 PM;29.414;67.2;0;171.3;1.26;4.28
26817;09/25/17 03:41:40 PM;29.215;67.7;0;171.3;1.76;4.28
26818;09/25/17 03:51:40 PM;28.791;68.3;0;153;1.51;4.78
26819;09/25/17 04:01:40 PM;28.965;69.4;0;200.8;1.01;3.27
26820;09/25/17 04:11:40 PM;28.941;68.4;0;161.5;1.01;3.27
26821;09/25/17 04:21:40 PM;28.866;68.8;0;168.5;1.76;4.03
26822;09/25/17 04:31:40 PM;28.593;69.1;0;136.2;1.26;3.53
26823;09/25/17 04:41:40 PM;28.468;70.7;0;252.7;1.51;4.28
26824;09/25/17 04:51:40 PM;28.493;71.2;0;280.8;1.01;3.53
26825;09/25/17 05:01:40 PM;28.493;71.3;0;280.8;1.26;3.27
26826;09/25/17 05:11:40 PM;28.27;71.4;0;290.6;1.26;3.53
26827;09/25/17 05:21:40 PM;28.122;72;0;279.4;1.26;3.27
26828;09/25/17 05:31:40 PM;27.899;72.7;0;275.2;1.51;3.53
26829;09/25/17 05:41:40 PM;27.875;73.2;0;275.2;1.01;3.27
26830;09/25/17 05:51:40 PM;27.825;73;0;255.5;1.26;4.03
26831;09/25/17 06:01:40 PM;27.554;72.9;0;171.3;1.51;4.53
26832;09/25/17 06:11:40 PM;27.431;73.5;0;168.5;2.01;4.78
26833;09/25/17 06:21:40 PM;27.358;74.4;0;182.5;1.01;3.27
26834;09/25/17 06:31:40 PM;26.72;77;0;202.2;1.26;3.78
26835;09/25/17 06:41:40 PM;26.426;79;0;183.9;1.51;4.53
26836;09/25/17 06:51:40 PM;26.256;79.9;0;190.9;1.76;4.53
26837;09/25/17 07:01:40 PM;25.963;80.5;0;193.7;1.51;4.78
26838;09/25/17 07:11:40 PM;25.89;81;0;198;1.26;4.53
26839;09/25/17 07:21:40 PM;25.623;81.2;0;193.7;1.26;3.27
26840;09/25/17 07:31:40 PM;25.525;81.8;0;199.4;1.51;4.03
26841;09/25/17 07:41:40 PM;25.331;81.8;0;196.5;1.76;4.03
26842;09/25/17 07:51:40 PM;25.234;81.7;0;190.9;1.76;4.03
26843;09/25/17 08:01:40 PM;25.113;81.7;0;190.9;1.76;4.78
26844;09/25/17 08:11:40 PM;25.016;82.3;0;185.3;1.76;5.04
26845;09/25/17 08:21:40 PM;24.895;82.3;0;189.5;1.76;3.78
26846;09/25/17 08:31:40 PM;24.798;82.7;0;181.1;2.01;5.29
26847;09/25/17 08:41:40 PM;24.653;83.3;0;192.3;1.76;4.28
26848;09/25/17 08:51:40 PM;24.629;83.6;0;196.5;1.76;5.29
26849;09/25/17 09:01:40 PM;24.581;84.2;0;188.1;1.51;6.3
26850;09/25/17 09:11:40 PM;24.557;84.2;0;205;1.51;4.78
26851;09/25/17 09:21:40 PM;24.532;83.7;0;210.6;1.01;4.53
26852;09/25/17 09:31:40 PM;24.363;83.6;0;206.4;1.51;5.04
26853;09/25/17 09:41:40 PM;24.171;83.3;0;205;1.51;5.29
26854;09/25/17 09:51:40 PM;24.098;83.5;0;205;1.51;4.78
26855;09/25/17 10:01:40 PM;23.954;83.2;0;214.8;1.76;5.79
26856;09/25/17 10:11:40 PM;23.665;83;0;214.8;2.01;5.29
26857;09/25/17 10:21:40 PM;23.665;83.3;0;219;1.26;4.53
26858;09/25/17 10:31:40 PM;23.545;83.2;0;179.7;0.76;3.78
26859;09/25/17 10:41:40 PM;23.497;83.4;0;200.8;0.76;3.78
26860;09/25/17 10:51:40 PM;23.28;83.7;0;192.3;0.76;3.27
26861;09/25/17 11:01:40 PM;23.16;84.1;0;214.8;1.51;4.53
26862;09/25/17 11:11:40 PM;23.256;84.3;0;202.2;1.01;3.27
26863;09/25/17 11:21:40 PM;23.304;84.2;0;179.7;0.5;2.77
26864;09/25/17 11:31:40 PM;22.944;84.3;0;217.6;1.26;4.28
26865;09/25/17 11:41:40 PM;22.896;85.1;0;202.2;1.26;4.78
26866;09/25/17 11:51:40 PM;22.776;85.6;0;214.8;1.51;4.03
26867;09/26/17 12:01:40 AM;22.681;86.3;0;213.4;1.76;6.04
26868;09/26/17 12:11:40 AM;22.561;86.7;0;213.4;1.76;5.04
26869;09/26/17 12:21:40 AM;22.345;87;0;199.4;1.76;4.78
26870;09/26/17 12:31:40 AM;22.369;87.7;0;196.5;1.76;5.04
26871;09/26/17 12:41:40 AM;22.226;87.8;0;192.3;2.01;4.78
26872;09/26/17 12:51:40 AM;22.154;87.9;0;203.6;1.51;5.04
26873;09/26/17 01:01:40 AM;21.939;88.2;0;206.4;1.76;6.04
26874;09/26/17 01:11:40 AM;22.034;88.7;0;193.7;1.51;3.53
26875;09/26/17 01:21:40 AM;21.843;88.8;0;213.4;1.51;5.79
26876;09/26/17 01:31:40 AM;21.676;89.2;0;207.8;2.01;5.04
26877;09/26/17 01:41:40 AM;21.533;89.8;0;205;2.01;5.04
26878;09/26/17 01:51:40 AM;21.461;90.3;0;202.2;1.76;4.53
26879;09/26/17 02:01:40 AM;21.628;90.5;0;199.4;1.51;5.54
26880;09/26/17 02:11:40 AM;21.342;90.8;0;206.4;2.27;5.29
26881;09/26/17 02:21:40 AM;21.294;91.3;0;199.4;2.01;5.29
26882;09/26/17 02:31:40 AM;21.318;91.7;0;205;1.76;5.29
26883;09/26/17 02:41:40 AM;21.199;92;0;202.2;1.76;4.53
26884;09/26/17 02:51:40 AM;21.246;92.4;0;203.6;1.76;4.78
26885;09/26/17 03:01:40 AM;21.294;92.5;0;203.6;1.26;3.78
26886;09/26/17 03:11:40 AM;21.199;92.6;0;209.2;1.76;5.29
26887;09/26/17 03:21:40 AM;21.175;92.7;0;202.2;1.51;4.53
26888;09/26/17 03:31:40 AM;21.175;92.9;0;205;1.51;4.03
26889;09/26/17 03:41:40 AM;21.079;93.1;0;205;1.51;4.03
26890;09/26/17 03:51:40 AM;21.199;93.2;0;209.2;1.51;4.78
26891;09/26/17 04:01:40 AM;21.223;93.2;0;219;1.26;4.78
26892;09/26/17 04:11:40 AM;21.175;93.1;0;210.6;1.76;5.04
26893;09/26/17 04:21:40 AM;21.175;93.1;0;207.8;1.51;4.53
26894;09/26/17 04:31:40 AM;21.223;93.1;0;214.8;1.76;4.78
26895;09/26/17 04:41:40 AM;21.246;93;0;196.5;1.76;5.54
26896;09/26/17 04:51:40 AM;21.27;92.9;0;207.8;1.76;5.54
26897;09/26/17 05:01:40 AM;21.27;92.9;0;203.6;1.26;4.03
26898;09/26/17 05:11:40 AM;21.437;92.9;0;195.1;1.01;3.53
26899;09/26/17 05:21:40 AM;21.39;92.7;0;207.8;1.26;3.78
26900;09/26/17 05:31:40 AM;21.461;92.7;0;183.9;1.26;4.28
26901;09/26/17 05:41:40 AM;21.39;92.5;0;206.4;1.26;4.78
26902;09/26/17 05:51:40 AM;21.437;92.4;0;183.9;1.51;5.54
26903;09/26/17 06:01:40 AM;21.485;92.3;0;196.5;1.76;4.28
26904;09/26/17 06:11:40 AM;21.581;92.2;0;161.5;1.01;4.03
26905;09/26/17 06:21:40 AM;21.628;92.1;0;188.1;1.26;3.78
26906;09/26/17 06:31:40 AM;21.795;92;0;195.1;0.76;4.53
26907;09/26/17 06:41:40 AM;21.915;91.7;0;202.2;1.26;4.78
26908;09/26/17 06:51:40 AM;22.082;91.5;0;205;1.01;4.53
26909;09/26/17 07:01:40 AM;22.226;91.2;0;203.6;1.26;4.03
26910;09/26/17 07:11:40 AM;22.537;90.7;0;136.2;1.01;3.02
26911;09/26/17 07:21:40 AM;22.944;89.8;0;189.5;0.76;3.27
26912;09/26/17 07:31:40 AM;22.992;88.7;0;214.8;1.01;4.53
26913;09/26/17 07:41:40 AM;23.328;87.5;0;134.8;1.01;4.03
26914;09/26/17 07:51:40 AM;23.569;86.4;0;210.6;1.26;4.28
26915;09/26/17 08:01:40 AM;24.026;85.1;0;153;0.76;2.77
26916;09/26/17 08:11:40 AM;24.243;83.6;0;171.3;1.01;3.53
26917;09/26/17 08:21:40 AM;24.339;83.1;0;205;1.51;4.28
26918;09/26/17 08:31:40 AM;24.677;82.8;0;175.5;0.76;2.52
26919;09/26/17 08:41:40 AM;25.477;81.8;0;206.4;0.76;3.27
26920;09/26/17 08:51:40 AM;25.283;80.5;0;196.5;0.76;3.02
26921;09/26/17 09:01:40 AM;26.329;79.4;0;186.7;1.01;3.78
26922;09/26/17 09:11:40 AM;26.036;77.3;0;190.9;0.76;2.52
26923;09/26/17 09:21:40 AM;26.94;77.2;0;174.1;1.51;4.28
26924;09/26/17 09:31:40 AM;27.284;75.3;0;231.6;1.01;3.53
26925;09/26/17 09:41:40 AM;27.875;73.8;0;206.4;1.01;3.27
26926;09/26/17 09:51:40 AM;27.358;73.1;0;162.9;1.26;5.04
26927;09/26/17 10:01:40 AM;27.53;73.7;0;189.5;2.01;4.78
26928;09/26/17 10:11:40 AM;27.358;72.7;0;178.3;1.01;3.27
26929;09/26/17 10:21:40 AM;27.702;72.6;0;172.7;1.26;4.03
26930;09/26/17 10:31:40 AM;29.165;71.4;0;214.8;0.76;3.02
26931;09/26/17 10:41:40 AM;28.642;68.9;0;192.3;1.01;3.02
26932;09/26/17 10:51:40 AM;28.122;68.7;0;172.7;1.01;3.27
26933;09/26/17 11:01:40 AM;28.593;69.3;0;200.8;1.01;3.78
26934;09/26/17 11:11:40 AM;29.065;69.1;0;205;1.01;5.29
26935;09/26/17 11:21:40 AM;28.717;68;0;190.9;1.51;4.03
