N;Fecha Tiempo;TempCelcius ;HR;Lluviamm;Dirdelviento;Veldelviento_m/s;Velderafagas_m/s
1;03/23/17 10:21:40 AM;30.672;71.4;0;130.6;1.26;1.76
2;03/23/17 10:31:40 AM;31.001;72;0;161.5;0.76;3.02
3;03/23/17 10:41:40 AM;31.331;70.8;0;175.5;0.5;2.01
4;03/23/17 10:51:40 AM;31.816;70.6;0;203.6;0.76;2.52
5;03/23/17 11:01:40 AM;32.639;70.3;0;193.7;0.25;2.01
6;03/23/17 11:11:40 AM;31.586;68.9;0;185.3;0.5;2.52
7;03/23/17 11:21:40 AM;31.816;69.1;0;183.9;0.76;2.77
8;03/23/17 11:31:40 AM;32.253;70;0;175.5;0.76;2.52
9;03/23/17 11:41:40 AM;31.331;70;0;172.7;1.01;3.27
10;03/23/17 11:51:40 AM;30.672;74;0;164.3;1.26;3.53
11;03/23/17 12:01:40 PM;31.077;73.6;0;199.4;1.51;5.04
12;03/23/17 12:11:40 PM;31.331;72.1;0;193.7;1.51;4.28
13;03/23/17 12:21:40 PM;30.596;74;0;186.7;1.76;5.54
14;03/23/17 12:31:40 PM;30.9;75.7;0;193.7;1.76;6.04
15;03/23/17 12:41:40 PM;30.798;75.1;0;205;2.27;5.29
16;03/23/17 12:51:40 PM;30.748;74.5;0;172.7;1.76;5.79
17;03/23/17 01:01:40 PM;30.849;74;0;206.4;2.27;6.55
18;03/23/17 01:11:40 PM;30.293;73.7;0;205;2.52;8.56
19;03/23/17 01:21:40 PM;30.976;73.2;0;193.7;2.52;6.3
20;03/23/17 01:31:40 PM;31.026;72.1;0;172.7;2.27;6.3
21;03/23/17 01:41:40 PM;31.179;71.1;0;202.2;2.01;6.8
22;03/23/17 01:51:40 PM;31.23;70.5;0;188.1;2.27;7.05
23;03/23/17 02:01:40 PM;31.306;70.2;0;183.9;2.01;5.79
24;03/23/17 02:11:40 PM;30.596;70.2;0;203.6;2.27;5.79
25;03/23/17 02:21:40 PM;31.331;70.4;0;192.3;2.01;5.79
26;03/23/17 02:31:40 PM;31.561;70;0;195.1;2.01;6.3
27;03/23/17 02:41:40 PM;31.637;69.9;0;189.5;2.01;5.79
28;03/23/17 02:51:40 PM;31.816;69.4;0;192.3;1.51;5.29
29;03/23/17 03:01:40 PM;31.996;70;0;162.9;1.51;4.78
30;03/23/17 03:11:40 PM;32.51;69.9;0;137.6;1.01;3.27
31;03/23/17 03:21:40 PM;32.381;69.2;0;196.5;1.51;4.28
32;03/23/17 03:31:40 PM;32.433;69.6;0;205;1.01;3.53
33;03/23/17 03:41:40 PM;32.458;69.7;0;171.3;1.26;4.28
34;03/23/17 03:51:40 PM;32.098;70.6;0;161.5;1.51;4.78
35;03/23/17 04:01:40 PM;31.842;70.3;0;141.8;1.01;3.78
36;03/23/17 04:11:40 PM;32.047;71;0;146;1.51;4.28
37;03/23/17 04:21:40 PM;32.665;69.7;0;186.7;1.51;3.78
38;03/23/17 04:31:40 PM;32.587;68.1;0;165.7;1.51;5.04
39;03/23/17 04:41:40 PM;32.124;69.2;0;199.4;1.76;4.78
40;03/23/17 04:51:40 PM;32.227;69.2;0;148.8;1.51;4.03
41;03/23/17 05:01:40 PM;31.535;69.3;0;140.4;1.51;4.28
42;03/23/17 05:11:40 PM;30.697;72;0;174.1;1.51;4.28
43;03/23/17 05:21:40 PM;30.722;74;0;150.2;1.26;4.28
44;03/23/17 05:31:40 PM;30.596;74.3;0;160;1.26;4.53
45;03/23/17 05:41:40 PM;29.916;74.5;0;183.9;1.51;5.04
46;03/23/17 05:51:40 PM;29.815;75.1;0;144.6;1.26;3.02
47;03/23/17 06:01:40 PM;29.29;75.9;0;154.4;1.26;3.78
48;03/23/17 06:11:40 PM;28.965;78.2;0;157.2;1.51;5.29
49;03/23/17 06:21:40 PM;28.866;79.9;0;140.4;1.01;4.53
50;03/23/17 06:31:40 PM;28.742;80.6;0;143.2;0.76;4.03
51;03/23/17 06:41:40 PM;28.493;81.3;0;148.8;1.01;3.78
52;03/23/17 06:51:40 PM;28.196;83.1;0;158.6;0.76;3.27
53;03/23/17 07:01:40 PM;27.949;85.1;0;181.1;0.76;3.02
54;03/23/17 07:11:40 PM;28.122;85.8;0;158.6;0.5;2.01
55;03/23/17 07:21:40 PM;27.875;86.4;0;140.4;0.5;3.02
56;03/23/17 07:31:40 PM;27.628;87;0;137.6;0.25;2.52
57;03/23/17 07:41:40 PM;27.579;87.5;0;130.6;0.25;2.27
58;03/23/17 07:51:40 PM;27.431;87.3;0;134.8;0.5;3.78
59;03/23/17 08:01:40 PM;27.456;87.2;0;157.2;0.25;2.27
60;03/23/17 08:11:40 PM;27.382;87.4;0;146;0.25;1.76
61;03/23/17 08:21:40 PM;27.308;87.5;0;154.4;0.25;3.53
62;03/23/17 08:31:40 PM;27.284;87.7;0;146;0.25;1.76
63;03/23/17 08:41:40 PM;27.259;87.8;0;162.9;0.25;3.02
64;03/23/17 08:51:40 PM;27.087;88;0;203.6;0.25;2.52
65;03/23/17 09:01:40 PM;26.94;88.4;0.2;202.2;0;1.26
66;03/23/17 09:11:40 PM;26.818;89;0.2;129.2;0;1.26
67;03/23/17 09:21:40 PM;26.744;89.3;0.2;136.2;0;1.26
68;03/23/17 09:31:40 PM;26.671;89.6;0.2;217.6;0;1.51
69;03/23/17 09:41:40 PM;26.598;90.1;0.2;182.5;0;1.51
70;03/23/17 09:51:40 PM;26.598;90.7;0;110.9;0;1.26
71;03/23/17 10:01:40 PM;26.475;90.5;0.2;67.4;0;0
72;03/23/17 10:11:40 PM;26.378;90.2;0.2;339.7;0;0.76
73;03/23/17 10:21:40 PM;26.28;90.2;0.4;344;0.25;2.01
74;03/23/17 10:31:40 PM;26.109;91.3;1.2;352.4;0.5;1.76
75;03/23/17 10:41:40 PM;26.085;92.2;0.4;324.3;0;0.5
76;03/23/17 10:51:40 PM;26.134;92.8;0.6;336.9;0;1.26
77;03/23/17 11:01:40 PM;25.914;93.4;0.6;335.5;0.25;1.51
78;03/23/17 11:11:40 PM;25.817;93.8;0.8;297.6;0.25;1.51
79;03/23/17 11:21:40 PM;25.793;94;0.4;1.4;0;1.01
80;03/23/17 11:31:40 PM;25.793;94.2;0.2;355.2;0.25;1.76
81;03/23/17 11:41:40 PM;25.89;94.4;0.2;335.5;0;0
82;03/23/17 11:51:40 PM;25.768;94.6;0.2;345.4;0;0.76
83;03/24/17 12:01:40 AM;25.647;95.1;0.6;12.6;0;1.76
84;03/24/17 12:11:40 AM;25.477;95.5;1;32.3;0;2.27
85;03/24/17 12:21:40 AM;25.258;95.8;1;33.7;0.5;3.02
86;03/24/17 12:31:40 AM;25.258;96.4;0.8;49.1;0.5;2.27
87;03/24/17 12:41:40 AM;25.21;96.6;0.8;51.9;0;1.76
88;03/24/17 12:51:40 AM;25.113;96.7;1;29.5;0;1.26
89;03/24/17 01:01:40 AM;24.919;97.1;1.2;2.8;0.25;2.27
90;03/24/17 01:11:40 AM;24.895;97.4;1.4;279.4;0.25;2.01
91;03/24/17 01:21:40 AM;24.363;97.5;2.6;278;0.76;2.27
92;03/24/17 01:31:40 AM;23.761;97.8;4.4;154.4;1.51;5.54
93;03/24/17 01:41:40 AM;23.593;98.1;5;185.3;1.76;5.79
94;03/24/17 01:51:40 AM;23.472;98.5;7.8;181.1;2.52;7.05
95;03/24/17 02:01:40 AM;23.232;98.8;2.8;176.9;2.27;6.04
96;03/24/17 02:11:40 AM;22.872;99.1;1.8;278;1.01;4.28
97;03/24/17 02:21:40 AM;23.04;99.3;1.2;262.5;0.5;2.77
98;03/24/17 02:31:40 AM;23.16;99.3;1.2;265.3;0.5;3.53
99;03/24/17 02:41:40 AM;23.232;99.4;1;199.4;0.5;2.52
100;03/24/17 02:51:40 AM;23.232;99.5;0.8;269.6;0.25;2.77
101;03/24/17 03:01:40 AM;23.304;99.5;0.6;247.1;0.25;1.51
102;03/24/17 03:11:40 AM;23.352;99.6;0.6;256.9;0.25;2.01
103;03/24/17 03:21:40 AM;23.232;99.6;0.2;235.9;0.25;1.51
104;03/24/17 03:31:40 AM;23.328;99.6;0.4;162.9;0;1.01
105;03/24/17 03:41:40 AM;23.352;99.6;0;172.7;0;1.01
106;03/24/17 03:51:40 AM;23.304;99.6;0;151.6;0;0.76
107;03/24/17 04:01:40 AM;23.352;99.7;0;141.8;0;0.76
108;03/24/17 04:11:40 AM;23.424;99.7;0;168.5;0;0.5
109;03/24/17 04:21:40 AM;23.448;99.6;0;190.9;0;0
110;03/24/17 04:31:40 AM;23.569;99.6;0;124.9;0;0.25
111;03/24/17 04:41:40 AM;23.665;99.6;0;122.1;0;0.5
112;03/24/17 04:51:40 AM;23.665;99.6;0;44.9;0;1.01
113;03/24/17 05:01:40 AM;23.545;99.6;0;54.8;0.25;1.76
114;03/24/17 05:11:40 AM;23.641;99.6;0;59;0.5;1.51
115;03/24/17 05:21:40 AM;23.713;99.6;0;56.2;0;0.5
116;03/24/17 05:31:40 AM;23.809;99.7;0;54.8;0;0
117;03/24/17 05:41:40 AM;23.761;99.7;0;221.8;0;0.5
118;03/24/17 05:51:40 AM;23.881;99.7;0;244.3;0;0.76
119;03/24/17 06:01:40 AM;23.954;99.6;0;273.8;0.25;2.01
120;03/24/17 06:11:40 AM;24.002;99.4;0;272.4;0.25;2.01
121;03/24/17 06:21:40 AM;24.026;99.4;0;283.6;0.25;1.76
122;03/24/17 06:31:40 AM;24.098;99.4;0;285;0.25;1.51
123;03/24/17 06:41:40 AM;24.122;99.3;0;289.2;0;1.51
124;03/24/17 06:51:40 AM;24.098;99.2;0;311.7;0;1.26
125;03/24/17 07:01:40 AM;24.098;99.2;0;266.7;0.25;2.01
126;03/24/17 07:11:40 AM;24.219;99;0;276.6;0.5;2.52
127;03/24/17 07:21:40 AM;24.339;98.9;0;275.2;0.5;2.52
128;03/24/17 07:31:40 AM;24.629;98.7;0;271;0.76;2.77
129;03/24/17 07:41:40 AM;24.726;98.3;0;283.6;1.76;3.53
130;03/24/17 07:51:40 AM;24.919;97.3;0;279.4;2.27;4.53
131;03/24/17 08:01:40 AM;25.404;96.3;0;271;1.26;4.28
132;03/24/17 08:11:40 AM;25.477;95.2;0;276.6;1.26;4.03
133;03/24/17 08:21:40 AM;25.574;94.2;0;275.2;1.26;3.27
134;03/24/17 08:31:40 AM;25.987;93.8;0;272.4;1.01;3.02
135;03/24/17 08:41:40 AM;26.28;92.7;0;272.4;1.51;3.53
136;03/24/17 08:51:40 AM;26.818;91.5;0;286.4;1.01;3.02
137;03/24/17 09:01:40 AM;27.014;90.5;0;106.7;0.5;2.27
138;03/24/17 09:11:40 AM;26.769;89.3;0;286.4;1.01;3.02
139;03/24/17 09:21:40 AM;27.21;89;0;256.9;0.76;3.02
140;03/24/17 09:31:40 AM;27.284;88.3;0;275.2;0.5;2.52
141;03/24/17 09:41:40 AM;27.481;87.6;0;238.7;0.25;2.01
142;03/24/17 09:51:40 AM;27.998;87.1;0;245.7;0.25;2.77
143;03/24/17 10:01:40 AM;27.087;86.7;0;299;1.01;2.77
144;03/24/17 10:11:40 AM;26.744;88.1;0;317.3;0.76;4.03
145;03/24/17 10:21:40 AM;26.989;89.7;0;282.2;1.01;3.78
146;03/24/17 10:31:40 AM;27.235;89.6;0;310.3;1.51;3.78
147;03/24/17 10:41:40 AM;27.727;88.4;0;299;1.26;4.28
148;03/24/17 10:51:40 AM;27.456;87.7;0;290.6;1.01;3.53
149;03/24/17 11:01:40 AM;27.259;87.6;0;292;1.26;3.78
150;03/24/17 11:11:40 AM;27.284;87.4;0;247.1;0.76;3.27
151;03/24/17 11:21:40 AM;26.916;87.5;0;290.6;1.76;5.29
152;03/24/17 11:31:40 AM;27.136;87.7;0;280.8;1.51;4.78
153;03/24/17 11:41:40 AM;27.186;87.7;0;293.4;1.01;3.78
154;03/24/17 11:51:40 AM;26.916;88.1;0;289.2;1.26;4.03
155;03/24/17 12:01:40 PM;26.867;87.9;0;286.4;2.01;5.29
156;03/24/17 12:11:40 PM;26.916;88.1;0;276.6;1.01;4.28
157;03/24/17 12:21:40 PM;26.916;87.6;0;249.9;0.25;3.53
158;03/24/17 12:31:40 PM;27.063;88.6;0;134.8;0.25;2.01
159;03/24/17 12:41:40 PM;27.136;88.3;0;205;1.01;3.78
160;03/24/17 12:51:40 PM;27.653;86.6;0;233.1;0.5;2.77
161;03/24/17 01:01:40 PM;25.939;87.5;0;126.4;1.51;4.28
162;03/24/17 01:11:40 PM;24.847;90.2;0.6;136.2;1.51;3.78
163;03/24/17 01:21:40 PM;24.412;92.2;0.8;130.6;1.01;2.77
164;03/24/17 01:31:40 PM;24.267;93.5;0.8;127.8;1.51;3.53
165;03/24/17 01:41:40 PM;24.122;94;0.8;212;0.25;1.76
166;03/24/17 01:51:40 PM;23.833;94.5;0.4;268.1;0.76;3.27
167;03/24/17 02:01:40 PM;23.761;95.2;0.4;275.2;1.51;3.27
168;03/24/17 02:11:40 PM;24.122;95.8;0;263.9;0.76;3.02
169;03/24/17 02:21:40 PM;24.315;95.9;0.2;207.8;0.25;2.52
170;03/24/17 02:31:40 PM;24.532;95.9;0;202.2;0;1.26
171;03/24/17 02:41:40 PM;24.823;95.6;0;174.1;0;0.76
172;03/24/17 02:51:40 PM;25.355;95;0;161.5;0.25;1.76
173;03/24/17 03:01:40 PM;25.574;94.3;0;181.1;0;1.51
174;03/24/17 03:11:40 PM;25.744;93.4;0;175.5;0.5;2.27
175;03/24/17 03:21:40 PM;25.72;92;0;171.3;0.25;2.52
176;03/24/17 03:31:40 PM;25.598;91.4;0;134.8;0.25;2.01
177;03/24/17 03:41:40 PM;25.768;91.7;0;167.1;0;0.76
178;03/24/17 03:51:40 PM;26.109;92;0;129.2;0;0.76
179;03/24/17 04:01:40 PM;26.012;92.1;0;144.6;0.25;2.27
180;03/24/17 04:11:40 PM;25.817;92.7;0;247.1;0.25;2.01
181;03/24/17 04:21:40 PM;25.89;93.4;0;240.1;0.5;2.52
182;03/24/17 04:31:40 PM;25.89;93.2;0;150.2;0.5;3.02
183;03/24/17 04:41:40 PM;25.671;92.5;0;106.7;1.51;4.28
184;03/24/17 04:51:40 PM;25.744;92.5;0;213.4;0.76;4.03
185;03/24/17 05:01:40 PM;25.525;92.6;0;103.9;1.01;4.28
186;03/24/17 05:11:40 PM;25.38;93.3;0;75.8;3.02;5.79
187;03/24/17 05:21:40 PM;25.453;93.6;0;137.6;1.01;4.78
188;03/24/17 05:31:40 PM;25.404;93.6;0;61.8;1.01;3.53
189;03/24/17 05:41:40 PM;25.186;93.5;0;73;2.27;5.54
190;03/24/17 05:51:40 PM;24.919;94.2;0;88.4;2.52;5.04
191;03/24/17 06:01:40 PM;25.04;94.8;0;94.1;2.01;4.78
192;03/24/17 06:11:40 PM;24.895;94.9;0;84.2;1.51;5.04
193;03/24/17 06:21:40 PM;24.774;94.9;0;259.7;0.5;1.76
194;03/24/17 06:31:40 PM;24.557;94.8;0;294.8;0.5;2.77
195;03/24/17 06:41:40 PM;24.532;94.7;0;286.4;0.76;2.52
196;03/24/17 06:51:40 PM;24.339;94.7;0;26.7;1.26;4.53
197;03/24/17 07:01:40 PM;24.219;94.8;0;322.9;1.26;4.28
198;03/24/17 07:11:40 PM;24.122;94.6;0;310.3;1.01;2.77
199;03/24/17 07:21:40 PM;24.002;94.3;0;338.3;1.26;4.03
200;03/24/17 07:31:40 PM;23.93;94.6;0;282.2;0.76;3.02
201;03/24/17 07:41:40 PM;23.905;95;0;21.1;0.5;2.52
202;03/24/17 07:51:40 PM;23.905;94.9;0;36.5;0.25;2.01
203;03/24/17 08:01:40 PM;23.93;94.6;0;33.7;0.5;2.52
204;03/24/17 08:11:40 PM;23.881;94.4;0;37.9;0.5;3.27
205;03/24/17 08:21:40 PM;23.785;94.2;0;50.5;0.76;3.53
206;03/24/17 08:31:40 PM;23.857;93.9;0;51.9;0.5;2.52
207;03/24/17 08:41:40 PM;23.857;93.9;0;51.9;0;1.26
208;03/24/17 08:51:40 PM;23.954;94;0;28.1;0;0.76
209;03/24/17 09:01:40 PM;23.978;93.9;0;355.2;0;0
210;03/24/17 09:11:40 PM;24.074;93.8;0;355.2;0;0
211;03/24/17 09:21:40 PM;24.122;94;0;355.2;0;0
212;03/24/17 09:31:40 PM;24.122;94;0;64.6;0;1.01
213;03/24/17 09:41:40 PM;24.098;94;0;126.4;0.25;2.52
214;03/24/17 09:51:40 PM;24.074;94.2;0;133.4;0.5;1.76
215;03/24/17 10:01:40 PM;24.122;94;0;122.1;0.25;2.52
216;03/24/17 10:11:40 PM;24.219;93.4;0;147.4;0;1.26
217;03/24/17 10:21:40 PM;24.195;92.6;0;198;0.5;2.52
218;03/24/17 10:31:40 PM;24.122;92.1;0;200.8;0.76;3.27
219;03/24/17 10:41:40 PM;24.195;92.3;0;209.2;0.76;3.02
220;03/24/17 10:51:40 PM;24.363;92;0;147.4;0;2.01
221;03/24/17 11:01:40 PM;24.557;91.2;0;132;0;1.26
222;03/24/17 11:11:40 PM;24.605;90.2;0;143.2;0;0.25
223;03/24/17 11:21:40 PM;24.75;89.6;0;175.5;0;1.26
224;03/24/17 11:31:40 PM;24.871;88.3;0;199.4;0;1.26
225;03/24/17 11:41:40 PM;24.871;87.4;0;237.3;0;2.01
226;03/24/17 11:51:40 PM;25.113;87;0;167.1;0;1.01
227;03/25/17 12:01:40 AM;25.162;86.2;0;212;0;0.5
228;03/25/17 12:11:40 AM;24.992;85.8;0;192.3;0;0.5
229;03/25/17 12:21:40 AM;24.798;86.5;0;189.5;0;0.5
230;03/25/17 12:31:40 AM;24.75;87.4;0;192.3;0;0.76
231;03/25/17 12:41:40 AM;24.219;88;0;182.5;0;1.76
232;03/25/17 12:51:40 AM;24.05;90.1;0;189.5;0.5;2.77
233;03/25/17 01:01:40 AM;23.978;91.9;0;179.7;0.25;2.52
234;03/25/17 01:11:40 AM;23.93;93.1;0;181.1;0.25;2.52
235;03/25/17 01:21:40 AM;23.905;94.2;0;203.6;0.25;2.27
236;03/25/17 01:31:40 AM;23.905;94.9;0;219;0.5;3.02
237;03/25/17 01:41:40 AM;23.881;95.2;0;217.6;0;2.01
238;03/25/17 01:51:40 AM;23.905;95.4;0;200.8;0;1.26
239;03/25/17 02:01:40 AM;23.833;95.5;0;198;0;0.5
240;03/25/17 02:11:40 AM;23.809;95.5;0;220.4;0;1.01
241;03/25/17 02:21:40 AM;23.857;95.6;0;199.4;0;0.25
242;03/25/17 02:31:40 AM;23.833;95.7;0;160;0;0.76
243;03/25/17 02:41:40 AM;23.833;95.8;0;172.7;0;1.51
244;03/25/17 02:51:40 AM;23.881;96;0;165.7;0;1.01
245;03/25/17 03:01:40 AM;23.881;96;0;207.8;0;1.01
246;03/25/17 03:11:40 AM;23.881;96;0;192.3;0;1.01
247;03/25/17 03:21:40 AM;23.93;95.8;0;193.7;0;1.26
248;03/25/17 03:31:40 AM;24.098;95.6;0;183.9;0;1.26
249;03/25/17 03:41:40 AM;24.05;95.1;0;188.1;0;0.5
250;03/25/17 03:51:40 AM;24.05;94.6;0;185.3;0;1.26
251;03/25/17 04:01:40 AM;24.002;94.4;0;189.5;0;0.76
252;03/25/17 04:11:40 AM;23.978;94.3;0;199.4;0;0.76
253;03/25/17 04:21:40 AM;24.002;94.4;0;192.3;0;0.25
254;03/25/17 04:31:40 AM;23.978;94.5;0;192.3;0;0.5
255;03/25/17 04:41:40 AM;23.978;94.6;0;193.7;0;0.25
256;03/25/17 04:51:40 AM;23.905;94.6;0;196.5;0;0.25
257;03/25/17 05:01:40 AM;24.002;94.7;0;196.5;0;0
258;03/25/17 05:11:40 AM;23.954;94.9;0;196.5;0;0
259;03/25/17 05:21:40 AM;24.002;95;0;196.5;0;0
260;03/25/17 05:31:40 AM;24.074;95.2;0;196.5;0;0
261;03/25/17 05:41:40 AM;24.026;95.4;0;196.5;0;0
262;03/25/17 05:51:40 AM;24.05;95.5;0;196.5;0;0.5
263;03/25/17 06:01:40 AM;24.05;95.6;0;221.8;0;0.25
264;03/25/17 06:11:40 AM;24.026;95.8;0;248.5;0;0
265;03/25/17 06:21:40 AM;24.05;95.8;0;248.5;0;0
266;03/25/17 06:31:40 AM;24.122;95.9;0;324.3;0;0.5
267;03/25/17 06:41:40 AM;24.195;96;0;338.3;0;0.25
268;03/25/17 06:51:40 AM;24.267;96.1;0;355.2;0.25;1.01
269;03/25/17 07:01:40 AM;24.363;96;0;351;0.25;1.51
270;03/25/17 07:11:40 AM;24.412;96;0;355.2;0.25;1.76
271;03/25/17 07:21:40 AM;24.484;96.1;0;352.4;0;0.76
272;03/25/17 07:31:40 AM;24.895;96.2;0;351;0;0
273;03/25/17 07:41:40 AM;25.016;96.2;0;336.9;0;0.5
274;03/25/17 07:51:40 AM;25.234;96.2;0;336.9;0;0
275;03/25/17 08:01:40 AM;25.525;95.9;0;2.8;0;0.5
276;03/25/17 08:11:40 AM;25.671;95.5;0;4.2;0;0.76
277;03/25/17 08:21:40 AM;26.231;95;0;355.2;0;0.76
278;03/25/17 08:31:40 AM;26.646;94.3;0;355.2;0;0.5
279;03/25/17 08:41:40 AM;26.598;92.6;0;306.1;0;2.01
280;03/25/17 08:51:40 AM;26.426;90.9;0;293.4;0.25;2.01
281;03/25/17 09:01:40 AM;26.916;90.7;0;265.3;0.25;2.27
282;03/25/17 09:11:40 AM;27.087;89.8;0;301.8;0.25;2.27
283;03/25/17 09:21:40 AM;27.259;89.1;0;355.2;0.25;2.52
284;03/25/17 09:31:40 AM;27.456;88.5;0;307.5;0;1.26
285;03/25/17 09:41:40 AM;27.063;87.4;0;301.8;0.76;2.27
286;03/25/17 09:51:40 AM;27.998;87;0;334.1;0;1.26
287;03/25/17 10:01:40 AM;28.742;85.6;0;237.3;0;1.51
288;03/25/17 10:11:40 AM;28.766;83.4;0;226;0.25;2.01
289;03/25/17 10:21:40 AM;28.642;82.5;0;338.3;0.25;2.27
290;03/25/17 10:31:40 AM;29.215;81.8;0;339.7;0;1.26
291;03/25/17 10:41:40 AM;29.79;80.3;0;272.4;0;0.76
292;03/25/17 10:51:40 AM;29.464;79;0;263.9;0;1.01
293;03/25/17 11:01:40 AM;29.991;78.8;0;123.5;0;1.26
294;03/25/17 11:11:40 AM;30.192;77.8;0;26.7;0;1.51
295;03/25/17 11:21:40 AM;31.128;76.6;0;5.6;0;1.26
296;03/25/17 11:31:40 AM;30.722;75.1;0;18.3;0;1.26
297;03/25/17 11:41:40 AM;31.179;75;0;0;0;0.76
298;03/25/17 11:51:40 AM;30.369;74.4;0;336.9;0.76;2.77
299;03/25/17 12:01:40 PM;30.925;74.5;0;352.4;0.5;2.01
300;03/25/17 12:11:40 PM;31.179;73.3;0;4.2;0.76;3.02
301;03/25/17 12:21:40 PM;31.255;72.3;0;346.8;0.25;2.27
302;03/25/17 12:31:40 PM;30.672;71.7;0;341.2;0.76;3.02
303;03/25/17 12:41:40 PM;30.925;72;0;19.7;0.5;3.53
304;03/25/17 12:51:40 PM;32.15;71.1;0;353.8;0.5;3.02
305;03/25/17 01:01:40 PM;31.484;68.8;0;318.7;0.5;2.01
306;03/25/17 01:11:40 PM;32.51;68.4;0;35.1;0.5;2.27
307;03/25/17 01:21:40 PM;32.587;66.1;0;2.8;0.5;3.02
308;03/25/17 01:31:40 PM;32.717;64.9;0;345.4;0.5;2.52
309;03/25/17 01:41:40 PM;33.053;64.2;0;56.2;0.76;3.02
310;03/25/17 01:51:40 PM;32.898;62.8;0;29.5;1.01;3.02
311;03/25/17 02:01:40 PM;33.183;62.1;0;70.2;0.76;2.01
312;03/25/17 02:11:40 PM;32.175;63;0;133.4;0.5;2.52
313;03/25/17 02:21:40 PM;32.124;64.7;0;355.2;0.5;3.27
314;03/25/17 02:31:40 PM;32.484;64.7;0;351;0.5;2.52
315;03/25/17 02:41:40 PM;34.229;63.9;0;146;0.25;2.27
316;03/25/17 02:51:40 PM;33.079;61.4;0;44.9;0.5;2.27
317;03/25/17 03:01:40 PM;32.33;61.8;0;279.4;0.76;3.02
318;03/25/17 03:11:40 PM;31.944;63.5;0;300.4;1.01;3.27
319;03/25/17 03:21:40 PM;32.098;64.1;0;321.5;0.76;2.52
320;03/25/17 03:31:40 PM;32.201;62.3;0;320.1;0.76;2.77
321;03/25/17 03:41:40 PM;31.791;63.2;0;317.3;0.76;2.52
322;03/25/17 03:51:40 PM;31.586;61.6;0;294.8;0.76;2.27
323;03/25/17 04:01:40 PM;31.306;63.1;0;300.4;0.76;2.77
324;03/25/17 04:11:40 PM;31.382;63.8;0;304.7;0.5;2.01
325;03/25/17 04:21:40 PM;31.052;63.5;0;292;0.76;3.53
326;03/25/17 04:31:40 PM;31.179;63.2;0;307.5;0.76;3.27
327;03/25/17 04:41:40 PM;30.849;65.8;0;300.4;1.01;2.77
328;03/25/17 04:51:40 PM;30.925;65.4;0;294.8;0.76;3.02
329;03/25/17 05:01:40 PM;30.773;65.2;0;294.8;0.5;2.52
330;03/25/17 05:11:40 PM;30.545;67;0;289.2;0.5;2.27
331;03/25/17 05:21:40 PM;30.52;67.9;0;292;0.5;2.52
332;03/25/17 05:31:40 PM;30.444;68.5;0;299;0.5;2.27
333;03/25/17 05:41:40 PM;30.343;68.1;0;304.7;0.5;3.02
334;03/25/17 05:51:40 PM;30.293;67.4;0;279.4;0.5;2.27
335;03/25/17 06:01:40 PM;30.192;67.5;0;251.3;0.5;2.77
336;03/25/17 06:11:40 PM;29.991;68.3;0;192.3;0.76;3.78
337;03/25/17 06:21:40 PM;29.79;70.2;0;198;0.76;3.53
338;03/25/17 06:31:40 PM;29.59;71.7;0;209.2;0.5;3.78
339;03/25/17 06:41:40 PM;29.29;73.7;0;210.6;0.76;4.53
340;03/25/17 06:51:40 PM;29.265;75;0;221.8;0.76;4.03
341;03/25/17 07:01:40 PM;29.115;75.7;0;214.8;0.76;3.27
342;03/25/17 07:11:40 PM;28.791;76.7;0;179.7;1.01;4.03
343;03/25/17 07:21:40 PM;28.593;76.8;0;161.5;1.01;3.78
344;03/25/17 07:31:40 PM;28.444;77.1;0;122.1;1.01;4.28
345;03/25/17 07:41:40 PM;28.345;78.2;0;186.7;0.76;3.53
346;03/25/17 07:51:40 PM;28.295;78.9;0;151.6;0.5;2.77
347;03/25/17 08:01:40 PM;28.345;79;0;172.7;0.25;2.27
348;03/25/17 08:11:40 PM;28.196;79.3;0;132;0.25;2.27
349;03/25/17 08:21:40 PM;28.196;80;0;150.2;0.25;2.27
350;03/25/17 08:31:40 PM;28.171;79.6;0;105.3;0.25;2.77
351;03/25/17 08:41:40 PM;27.481;79.9;0;217.6;0.5;3.78
352;03/25/17 08:51:40 PM;26.842;84.5;0;252.7;1.26;4.03
353;03/25/17 09:01:40 PM;26.793;86.2;0;304.7;0;1.51
354;03/25/17 09:11:40 PM;26.72;87;0;276.6;0;2.01
355;03/25/17 09:21:40 PM;26.769;87.3;0;137.6;0;0.76
356;03/25/17 09:31:40 PM;26.646;87.2;0;213.4;0;1.01
357;03/25/17 09:41:40 PM;26.769;87.4;0;283.6;0;0.25
358;03/25/17 09:51:40 PM;26.916;87.4;0;283.6;0;0.25
359;03/25/17 10:01:40 PM;26.842;87.3;0;306.1;0;1.26
360;03/25/17 10:11:40 PM;26.646;87.8;0;301.8;0.76;2.52
361;03/25/17 10:21:40 PM;26.573;88.2;0;327.1;0.25;2.01
362;03/25/17 10:31:40 PM;26.451;88.1;0;352.4;0;1.26
363;03/25/17 10:41:40 PM;26.451;88.5;0;327.1;0.25;2.27
364;03/25/17 10:51:40 PM;26.304;88.8;0;296.2;0.25;1.76
365;03/25/17 11:01:40 PM;26.28;89.1;0;293.4;0.5;2.27
366;03/25/17 11:11:40 PM;26.085;89.5;0;255.5;0.5;2.77
