N;Fecha Tiempo;TempCelcius ;HR;Lluviamm;Dirdelviento;Veldelviento_m/s;Velderafagas_m/s
1768;02-02-16 8:30;26.012;89.9;0;247.1;-888.88;-888.88
1769;02-02-16 8:40;26.622;89;0;117.9;-888.88;-888.88
1770;02-02-16 8:50;26.646;87.9;0;263.9;-888.88;-888.88
1771;02-02-16 9:00;26.965;87.3;0;141.8;-888.88;-888.88
1772;02-02-16 9:10;26.94;86.4;0;99.7;-888.88;-888.88
1773;02-02-16 9:20;26.695;85.7;0;272.4;-888.88;-888.88
1774;02-02-16 9:30;27.308;85.7;0;146;-888.88;-888.88
1775;02-02-16 9:40;27.259;84.9;0;11.2;-888.88;-888.88
1776;02-02-16 9:50;27.481;84.3;0;268.1;-888.88;-888.88
1777;02-02-16 10:00;27.875;83.9;0;266.7;-888.88;-888.88
1778;02-02-16 10:10;27.949;82.7;0;293.4;-888.88;-888.88
1779;02-02-16 10:20;27.604;82.1;0;308.9;-888.88;-888.88
1780;02-02-16 10:30;27.924;81.8;0;289.2;-888.88;-888.88
1781;02-02-16 10:40;28.791;80.6;0;293.4;-888.88;-888.88
1782;02-02-16 10:50;28.692;78.7;0;263.9;-888.88;-888.88
1783;02-02-16 11:00;27.924;78.7;0;287.8;-888.88;-888.88
1784;02-02-16 11:10;28.444;79.9;0;286.4;-888.88;-888.88
1785;02-02-16 11:20;28.295;79;0;276.6;-888.88;-888.88
1786;02-02-16 11:30;29.09;78.7;0;92.7;-888.88;-888.88
1787;02-02-16 11:40;29.665;77.3;0;328.5;-888.88;-888.88
1788;02-02-16 11:50;29.941;75.6;0;140.4;-888.88;-888.88
1789;02-02-16 12:00;29.715;74.6;0;255.5;-888.88;-888.88
1790;02-02-16 12:10;30.748;74.2;0;315.9;-888.88;-888.88
1791;02-02-16 12:20;30.192;72;0;129.2;-888.88;-888.88
1792;02-02-16 12:30;30.293;71.5;0;199.4;-888.88;-888.88
1793;02-02-16 12:40;29.84;71.9;0;174.1;-888.88;-888.88
1794;02-02-16 12:50;30.192;73.8;0;259.7;-888.88;-888.88
1795;02-02-16 13:00;29.84;73.2;0;99.7;-888.88;-888.88
1796;02-02-16 13:10;29.815;73;0;91.3;-888.88;-888.88
1797;02-02-16 13:20;30.596;72.8;0;80;-888.88;-888.88
1798;02-02-16 13:30;30.52;71.3;0;122.1;-888.88;-888.88
1799;02-02-16 13:40;30.217;71.4;0;255.5;-888.88;-888.88
1800;02-02-16 13:50;30.091;73.2;0;273.8;-888.88;-888.88
1801;02-02-16 14:00;30.419;72.9;0;91.3;-888.88;-888.88
1802;02-02-16 14:10;31.077;72.5;0;74.4;-888.88;-888.88
1803;02-02-16 14:20;30.369;72.3;0;287.8;-888.88;-888.88
1804;02-02-16 14:30;29.665;74.4;0;73;-888.88;-888.88
1805;02-02-16 14:40;29.29;75.4;0;85.6;-888.88;-888.88
1806;02-02-16 14:50;29.265;75.8;0;87;-888.88;-888.88
1807;02-02-16 15:00;29.414;75.8;0;88.4;-888.88;-888.88
1808;02-02-16 15:10;29.54;76;0;87;-888.88;-888.88
1809;02-02-16 15:20;29.74;75.5;0;87;-888.88;-888.88
1810;02-02-16 15:30;29.665;75.9;0;286.4;-888.88;-888.88
1811;02-02-16 15:40;30.545;75.7;0;132;-888.88;-888.88
1812;02-02-16 15:50;29.54;74.8;0;240.1;-888.88;-888.88
1813;02-02-16 16:00;29.265;75.7;0;74.4;-888.88;-888.88
1814;02-02-16 16:10;29.84;76;0;285;-888.88;-888.88
1815;02-02-16 16:20;29.365;75.7;0;85.6;-888.88;-888.88
1816;02-02-16 16:30;29.065;77.2;0;91.3;-888.88;-888.88
1817;02-02-16 16:40;29.015;78.7;0;92.7;-888.88;-888.88
1818;02-02-16 16:50;28.816;79.3;0;82.8;-888.88;-888.88
1819;02-02-16 17:00;28.692;79.5;0;70.2;-888.88;-888.88
1820;02-02-16 17:10;28.965;79.2;0;39.3;-888.88;-888.88
1821;02-02-16 17:20;28.816;78;0;46.3;-888.88;-888.88
1822;02-02-16 17:30;28.692;77.5;0;56.2;-888.88;-888.88
1823;02-02-16 17:40;27.628;79.9;0;192.3;-888.88;-888.88
1824;02-02-16 17:50;27.407;82.9;0;183.9;-888.88;-888.88
1825;02-02-16 18:00;27.063;84.1;0;155.8;-888.88;-888.88
1826;02-02-16 18:10;26.916;85.2;0;186.7;-888.88;-888.88
1827;02-02-16 18:20;26.769;85.7;0;190.9;-888.88;-888.88
1828;02-02-16 18:30;26.378;86.5;0;198;-888.88;-888.88
1829;02-02-16 18:40;26.304;87.9;0;199.4;-888.88;-888.88
1830;02-02-16 18:50;26.207;88.7;0;196.5;-888.88;-888.88
1831;02-02-16 19:00;26.109;89.4;0;193.7;-888.88;-888.88
1832;02-02-16 19:10;26.256;89.8;0;193.7;-888.88;-888.88
1833;02-02-16 19:20;26.353;89.7;0;202.2;-888.88;-888.88
1834;02-02-16 19:30;26.329;89.5;0;185.3;-888.88;-888.88
1835;02-02-16 19:40;26.426;89.4;0;212;-888.88;-888.88
1836;02-02-16 19:50;26.622;89.3;0;209.2;-888.88;-888.88
1837;02-02-16 20:00;26.744;88.8;0;216.2;-888.88;-888.88
1838;02-02-16 20:10;26.769;88.6;0;231.6;-888.88;-888.88
1839;02-02-16 20:20;26.671;88.7;0;290.6;-888.88;-888.88
1840;02-02-16 20:30;26.549;88.6;0;280.8;-888.88;-888.88
1841;02-02-16 20:40;26.622;88.5;0;146;-888.88;-888.88
1842;02-02-16 20:50;26.671;88.9;0;275.2;-888.88;-888.88
1843;02-02-16 21:00;26.646;89;0;341.2;-888.88;-888.88
1844;02-02-16 21:10;26.72;88.7;0;313.1;-888.88;-888.88
1845;02-02-16 21:20;26.451;88.7;0;331.3;-888.88;-888.88
1846;02-02-16 21:30;26.353;89.1;0;303.2;-888.88;-888.88
1847;02-02-16 21:40;26.451;89.7;0;251.3;-888.88;-888.88
1848;02-02-16 21:50;26.475;89.4;0;115.1;-888.88;-888.88
1849;02-02-16 22:00;26.5;88.8;0;88.4;-888.88;-888.88
1850;02-02-16 22:10;26.451;88.6;0;77.2;-888.88;-888.88
1851;02-02-16 22:20;26.353;88.4;0;181.1;-888.88;-888.88
1852;02-02-16 22:30;26.28;88.2;0;203.6;-888.88;-888.88
1853;02-02-16 22:40;26.207;88.6;0;209.2;-888.88;-888.88
1854;02-02-16 22:50;26.304;88.7;0;210.6;-888.88;-888.88
1855;02-02-16 23:00;26.378;88.5;0;157.2;-888.88;-888.88
1856;02-02-16 23:10;26.378;88.3;0;182.5;-888.88;-888.88
1857;02-02-16 23:20;26.402;88;0;167.1;-888.88;-888.88
1858;02-02-16 23:30;26.378;87.7;0;202.2;-888.88;-888.88
1859;02-02-16 23:40;26.402;87.5;0;171.3;-888.88;-888.88
1860;02-02-16 23:50;26.304;87.4;0;195.1;-888.88;-888.88
1861;02-03-16 0:00;26.329;87.6;0;189.5;-888.88;-888.88
1862;02-03-16 0:10;26.207;87.6;0;183.9;-888.88;-888.88
1863;02-03-16 0:20;26.109;88;0;134.8;-888.88;-888.88
1864;02-03-16 0:30;26.061;88.3;0;112.3;-888.88;-888.88
1865;02-03-16 0:40;26.036;88.4;0;143.2;-888.88;-888.88
1866;02-03-16 0:50;26.036;88.5;0;155.8;-888.88;-888.88
1867;02-03-16 1:00;25.987;88.4;0;216.2;-888.88;-888.88
1868;02-03-16 1:10;25.866;88.6;0;203.6;-888.88;-888.88
1869;02-03-16 1:20;25.768;88.9;0;210.6;-888.88;-888.88
1870;02-03-16 1:30;25.695;89.3;0;199.4;-888.88;-888.88
1871;02-03-16 1:40;25.647;89.7;0;192.3;-888.88;-888.88
1872;02-03-16 1:50;25.598;89.9;0;220.4;-888.88;-888.88
1873;02-03-16 2:00;25.574;90.1;0;203.6;-888.88;-888.88
1874;02-03-16 2:10;25.501;90.5;0;192.3;-888.88;-888.88
1875;02-03-16 2:20;25.404;90.9;0;206.4;-888.88;-888.88
1876;02-03-16 2:30;25.428;91.3;0;203.6;-888.88;-888.88
1877;02-03-16 2:40;25.428;91.5;0;199.4;-888.88;-888.88
1878;02-03-16 2:50;25.477;91.6;0;198;-888.88;-888.88
1879;02-03-16 3:00;25.477;91.6;0;198;-888.88;-888.88
1880;02-03-16 3:10;25.525;91.6;0;198;-888.88;-888.88
1881;02-03-16 3:20;25.623;91.6;0;198;-888.88;-888.88
1882;02-03-16 3:30;25.768;91.5;0;196.5;-888.88;-888.88
1883;02-03-16 3:40;25.793;91.2;0;122.1;-888.88;-888.88
1884;02-03-16 3:50;25.744;90.9;0;116.5;-888.88;-888.88
1885;02-03-16 4:00;25.598;90.7;0;117.9;-888.88;-888.88
1886;02-03-16 4:10;25.283;90.7;0;275.2;-888.88;-888.88
1887;02-03-16 4:20;24.823;91;0.2;195.1;-888.88;-888.88
1888;02-03-16 4:30;24.677;91.4;0.61;92.7;-888.88;-888.88
1889;02-03-16 4:40;24.484;92;0.2;105.3;-888.88;-888.88
1890;02-03-16 4:50;24.581;92.1;0;113.7;-888.88;-888.88
1891;02-03-16 5:00;24.629;91.2;0;123.5;-888.88;-888.88
1892;02-03-16 5:10;24.581;90.3;0;158.6;-888.88;-888.88
1893;02-03-16 5:20;24.653;89.3;0;154.4;-888.88;-888.88
1894;02-03-16 5:30;24.726;88.5;0;151.6;-888.88;-888.88
1895;02-03-16 5:40;24.895;88.1;0;153;-888.88;-888.88
1896;02-03-16 5:50;24.944;87.9;0;129.2;-888.88;-888.88
1897;02-03-16 6:00;24.944;88.1;0;126.4;-888.88;-888.88
1898;02-03-16 6:10;25.089;88;0;314.5;-888.88;-888.88
1899;02-03-16 6:20;25.162;88.2;0;268.1;-888.88;-888.88
1900;02-03-16 6:30;25.089;88.7;0;256.9;-888.88;-888.88
1901;02-03-16 6:40;25.21;89.3;0;248.5;-888.88;-888.88
1902;02-03-16 6:50;25.113;89.8;0;223.2;-888.88;-888.88
1903;02-03-16 7:00;25.162;90.2;0;202.2;-888.88;-888.88
1904;02-03-16 7:10;25.307;90.5;0;332.7;-888.88;-888.88
1905;02-03-16 7:20;25.477;90.7;0;320.1;-888.88;-888.88
1906;02-03-16 7:30;25.574;90.7;0;269.6;-888.88;-888.88
1907;02-03-16 7:40;25.647;90.5;0;109.5;-888.88;-888.88
1908;02-03-16 7:50;25.72;90.3;0;22.5;-888.88;-888.88
1909;02-03-16 8:00;25.793;89.9;0;108.1;-888.88;-888.88
1910;02-03-16 8:10;25.866;89.2;0;200.8;-888.88;-888.88
1911;02-03-16 8:20;25.89;89;0;192.3;-888.88;-888.88
1912;02-03-16 8:30;26.036;88.6;0;248.5;-888.88;-888.88
1913;02-03-16 8:40;26.182;88.2;0;241.5;-888.88;-888.88
1914;02-03-16 8:50;26.158;88.2;0;278;-888.88;-888.88
1915;02-03-16 9:00;25.963;88.9;0;235.9;-888.88;-888.88
1916;02-03-16 9:10;26.036;90.2;0;287.8;-888.88;-888.88
1917;02-03-16 9:20;25.939;90.4;0;266.7;-888.88;-888.88
1918;02-03-16 9:30;26.085;90.1;0;275.2;-888.88;-888.88
1919;02-03-16 9:40;26.378;89.8;0;248.5;-888.88;-888.88
1920;02-03-16 9:50;26.061;89.2;0;214.8;-888.88;-888.88
1921;02-03-16 10:00;26.426;88.5;0;231.6;-888.88;-888.88
1922;02-03-16 10:10;26.426;87.2;0;178.3;-888.88;-888.88
1923;02-03-16 10:20;26.134;86.9;0;262.5;-888.88;-888.88
1924;02-03-16 10:30;25.574;89.2;0;124.9;-888.88;-888.88
1925;02-03-16 10:40;25.501;91.1;0.2;255.5;-888.88;-888.88
1926;02-03-16 10:50;25.355;91.8;0;255.5;-888.88;-888.88
1927;02-03-16 11:00;25.453;92.1;0;219;-888.88;-888.88
1928;02-03-16 11:10;25.841;91.9;0;140.4;-888.88;-888.88
1929;02-03-16 11:20;26.475;91;0;161.5;-888.88;-888.88
1930;02-03-16 11:30;25.793;90.2;0;96.9;-888.88;-888.88
1931;02-03-16 11:40;26.207;90.1;0;102.5;-888.88;-888.88
1932;02-03-16 11:50;26.769;89.2;0;106.7;-888.88;-888.88
1933;02-03-16 12:00;26.402;87.8;0;91.3;-888.88;-888.88
1934;02-03-16 12:10;26.646;88.3;0;95.5;-888.88;-888.88
1935;02-03-16 12:20;26.085;88.1;0;87;-888.88;-888.88
1936;02-03-16 12:30;26.109;88.6;0;94.1;-888.88;-888.88
1937;02-03-16 12:40;26.353;88.8;0;95.5;-888.88;-888.88
1938;02-03-16 12:50;26.158;89.1;0;103.9;-888.88;-888.88
1939;02-03-16 13:00;25.817;89.3;0;108.1;-888.88;-888.88
1940;02-03-16 13:10;25.598;89.1;0;95.5;-888.88;-888.88
1941;02-03-16 13:20;25.695;88.6;0;78.6;-888.88;-888.88
1942;02-03-16 13:30;26.158;88.2;0;126.4;-888.88;-888.88
1943;02-03-16 13:40;25.671;87.6;0;110.9;-888.88;-888.88
1944;02-03-16 13:50;25.963;87.7;0;106.7;-888.88;-888.88
1945;02-03-16 14:00;26.134;87.3;0;124.9;-888.88;-888.88
1946;02-03-16 14:10;26.524;87.3;0;132;-888.88;-888.88
1947;02-03-16 14:20;26.134;87.4;0;127.8;-888.88;-888.88
1948;02-03-16 14:30;26.012;87.7;0;106.7;-888.88;-888.88
1949;02-03-16 14:40;25.939;88.3;0;101.1;-888.88;-888.88
1950;02-03-16 14:50;26.109;88.2;0;122.1;-888.88;-888.88
1951;02-03-16 15:00;26.085;87.6;0;137.6;-888.88;-888.88
1952;02-03-16 15:10;26.524;87.4;0;132;-888.88;-888.88
1953;02-03-16 15:20;26.818;86.6;0;102.5;-888.88;-888.88
1954;02-03-16 15:30;26.549;86.1;0;124.9;-888.88;-888.88
1955;02-03-16 15:40;26.573;86.1;0;132;-888.88;-888.88
1956;02-03-16 15:50;26.475;86;0;147.4;-888.88;-888.88
1957;02-03-16 16:00;26.598;86;0;150.2;-888.88;-888.88
1958;02-03-16 16:10;26.793;85.9;0;102.5;-888.88;-888.88
1959;02-03-16 16:20;26.598;86;0;109.5;-888.88;-888.88
1960;02-03-16 16:30;26.158;87.1;0;185.3;-888.88;-888.88
1961;02-03-16 16:40;25.963;88.5;0;322.9;-888.88;-888.88
1962;02-03-16 16:50;26.061;89.2;0;248.5;-888.88;-888.88
1963;02-03-16 17:00;26.256;89.4;0;181.1;-888.88;-888.88
1964;02-03-16 17:10;26.378;89.3;0;132;-888.88;-888.88
1965;02-03-16 17:20;26.426;89;0;252.7;-888.88;-888.88
1966;02-03-16 17:30;26.402;88.6;0;289.2;-888.88;-888.88
1967;02-03-16 17:40;26.304;88.4;0;286.4;-888.88;-888.88
1968;02-03-16 17:50;26.158;88.3;0;280.8;-888.88;-888.88
1969;02-03-16 18:00;26.085;88.4;0;262.5;-888.88;-888.88
1970;02-03-16 18:10;25.963;89;0;285;-888.88;-888.88
1971;02-03-16 18:20;26.036;88.9;0;301.8;-888.88;-888.88
1972;02-03-16 18:30;26.109;88.7;0;254.1;-888.88;-888.88
1973;02-03-16 18:40;25.987;88.7;0;282.2;-888.88;-888.88
1974;02-03-16 18:50;26.012;88.7;0;289.2;-888.88;-888.88
1975;02-03-16 19:00;25.841;88.9;0;278;-888.88;-888.88
1976;02-03-16 19:10;25.598;89.3;0;276.6;-888.88;-888.88
1977;02-03-16 19:20;25.671;89.6;0;266.7;-888.88;-888.88
1978;02-03-16 19:30;25.623;89.6;0;278;-888.88;-888.88
1979;02-03-16 19:40;25.525;89.9;0;265.3;-888.88;-888.88
1980;02-03-16 19:50;25.55;90.3;0;224.6;-888.88;-888.88
1981;02-03-16 20:00;25.477;90.7;0;268.1;-888.88;-888.88
1982;02-03-16 20:10;25.453;91.2;0;256.9;-888.88;-888.88
1983;02-03-16 20:20;25.404;91.5;0;273.8;-888.88;-888.88
1984;02-03-16 20:30;25.404;91.2;0;272.4;-888.88;-888.88
1985;02-03-16 20:40;25.477;91;0;241.5;-888.88;-888.88
1986;02-03-16 20:50;25.453;90.9;0;259.7;-888.88;-888.88
1987;02-03-16 21:00;25.428;90.6;0;242.9;-888.88;-888.88
1988;02-03-16 21:10;25.283;90.6;0;271;-888.88;-888.88
1989;02-03-16 21:20;25.21;90.7;0;266.7;-888.88;-888.88
1990;02-03-16 21:30;25.113;90.8;0;310.3;-888.88;-888.88
1991;02-03-16 21:40;25.137;91;0;36.5;-888.88;-888.88
1992;02-03-16 21:50;25.089;91.2;0;22.5;-888.88;-888.88
1993;02-03-16 22:00;25.065;91.4;0;56.2;-888.88;-888.88
1994;02-03-16 22:10;25.186;91.5;0;279.4;-888.88;-888.88
1995;02-03-16 22:20;25.162;91.5;0;224.6;-888.88;-888.88
1996;02-03-16 22:30;25.186;91.3;0;185.3;-888.88;-888.88
1997;02-03-16 22:40;25.21;91.2;0;110.9;-888.88;-888.88
1998;02-03-16 22:50;25.113;91;0;275.2;-888.88;-888.88
1999;02-03-16 23:00;25.113;90.8;0;271;-888.88;-888.88
2000;02-03-16 23:10;25.162;90.8;0;227.4;-888.88;-888.88
2001;02-03-16 23:20;25.21;90.9;0;183.9;-888.88;-888.88
2002;02-03-16 23:30;25.21;90.9;0;247.1;-888.88;-888.88
2003;02-03-16 23:40;25.21;91.1;0;219;-888.88;-888.88
2004;02-03-16 23:50;25.162;91.4;0;193.7;-888.88;-888.88
2005;02-04-16 0:00;25.186;91.6;0;150.2;-888.88;-888.88
2006;02-04-16 0:10;25.162;91.8;0;140.4;-888.88;-888.88
2007;02-04-16 0:20;25.137;92;0;140.4;-888.88;-888.88
2008;02-04-16 0:30;25.137;92.2;0;140.4;-888.88;-888.88
2009;02-04-16 0:40;25.186;92.3;0;140.4;-888.88;-888.88
2010;02-04-16 0:50;25.186;92.5;0;140.4;-888.88;-888.88
2011;02-04-16 1:00;25.162;92.5;0;140.4;-888.88;-888.88
2012;02-04-16 1:10;25.234;92.7;0;57.6;-888.88;-888.88
2013;02-04-16 1:20;25.21;92.7;0;341.2;-888.88;-888.88
2014;02-04-16 1:30;25.162;92.8;0;341.2;-888.88;-888.88
2015;02-04-16 1:40;25.162;92.8;0;341.2;-888.88;-888.88
2016;02-04-16 1:50;25.162;92.9;0;341.2;-888.88;-888.88
2017;02-04-16 2:00;25.113;93;0;339.7;-888.88;-888.88
2018;02-04-16 2:10;25.089;93.1;0;336.9;-888.88;-888.88
2019;02-04-16 2:20;25.04;93.3;0;336.9;-888.88;-888.88
2020;02-04-16 2:30;25.04;93.5;0;231.6;-888.88;-888.88
2021;02-04-16 2:40;25.065;93.6;0;198;-888.88;-888.88
2022;02-04-16 2:50;25.04;93.7;0;205;-888.88;-888.88
2023;02-04-16 3:00;25.065;93.8;0;206.4;-888.88;-888.88
2024;02-04-16 3:10;25.04;94;0;209.2;-888.88;-888.88
2025;02-04-16 3:20;25.04;94.1;0;214.8;-888.88;-888.88
2026;02-04-16 3:30;25.065;94.2;0;220.4;-888.88;-888.88
2027;02-04-16 3:40;25.065;94.3;0;220.4;-888.88;-888.88
2028;02-04-16 3:50;25.089;94.4;0;219;-888.88;-888.88
2029;02-04-16 4:00;24.992;94.4;0;259.7;-888.88;-888.88
2030;02-04-16 4:10;24.992;94.4;0;256.9;-888.88;-888.88
2031;02-04-16 4:20;25.016;94.4;0;256.9;-888.88;-888.88
2032;02-04-16 4:30;25.065;94.4;0;259.7;-888.88;-888.88
2033;02-04-16 4:40;25.065;94.4;0;265.3;-888.88;-888.88
2034;02-04-16 4:50;25.113;94.4;0;265.3;-888.88;-888.88
2035;02-04-16 5:00;25.186;94.3;0;294.8;-888.88;-888.88
2036;02-04-16 5:10;25.162;94.2;0;318.7;-888.88;-888.88
2037;02-04-16 5:20;25.186;94.1;0;341.2;-888.88;-888.88
2038;02-04-16 5:30;25.234;94;0;349.6;-888.88;-888.88
2039;02-04-16 5:40;25.137;93.9;0;352.4;-888.88;-888.88
2040;02-04-16 5:50;24.944;94;0;346.8;-888.88;-888.88
2041;02-04-16 6:00;24.629;94.3;0.41;346.8;-888.88;-888.88
2042;02-04-16 6:10;24.267;94.8;3.81;353.8;-888.88;-888.88
2043;02-04-16 6:20;24.291;95.5;0.41;346.8;-888.88;-888.88
2044;02-04-16 6:30;24.267;95.8;0;40.7;-888.88;-888.88
2045;02-04-16 6:40;24.146;96.1;0.41;82.8;-888.88;-888.88
2046;02-04-16 6:50;23.978;96.5;0.61;132;-888.88;-888.88
2047;02-04-16 7:00;24.002;97;1.19;92.7;-888.88;-888.88
2048;02-04-16 7:10;23.978;97.2;1.19;108.1;-888.88;-888.88
2049;02-04-16 7:20;23.978;97.4;2.39;167.1;-888.88;-888.88
2050;02-04-16 7:30;23.448;97.6;3.61;219;-888.88;-888.88
2051;02-04-16 7:40;23.016;97.8;2.39;186.7;-888.88;-888.88
2052;02-04-16 7:50;22.8;98;3.61;200.8;-888.88;-888.88
2053;02-04-16 8:00;22.729;98.1;6.2;185.3;-888.88;-888.88
2054;02-04-16 8:10;22.609;98.2;3.61;198;-888.88;-888.88
2055;02-04-16 8:20;22.465;98.4;4.6;154.4;-888.88;-888.88
2056;02-04-16 8:30;22.513;98.5;3.99;139;-888.88;-888.88
2057;02-04-16 8:40;22.489;98.6;3.61;124.9;-888.88;-888.88
2058;02-04-16 8:50;22.441;98.8;2.79;122.1;-888.88;-888.88
2059;02-04-16 9:00;22.274;98.8;3.4;134.8;-888.88;-888.88
2060;02-04-16 9:10;22.178;98.9;3.61;190.9;-888.88;-888.88
2061;02-04-16 9:20;22.25;99;3.4;213.4;-888.88;-888.88
2062;02-04-16 9:30;22.441;99;1.8;183.9;-888.88;-888.88
2063;02-04-16 9:40;22.561;99;1.4;164.3;-888.88;-888.88
2064;02-04-16 9:50;22.633;99.1;0.79;147.4;-888.88;-888.88
2065;02-04-16 10:00;22.441;99;0.41;133.4;-888.88;-888.88
2066;02-04-16 10:10;22.274;99.1;0.41;129.2;-888.88;-888.88
2067;02-04-16 10:20;22.321;99.1;0.79;196.5;-888.88;-888.88
2068;02-04-16 10:30;22.896;99;0.79;219;-888.88;-888.88
2069;02-04-16 10:40;23.088;99;0.41;141.8;-888.88;-888.88
2070;02-04-16 10:50;23.448;98.7;0;132;-888.88;-888.88
2071;02-04-16 11:00;23.569;98.4;0;219;-888.88;-888.88
2072;02-04-16 11:10;23.593;98.1;0.41;259.7;-888.88;-888.88
2073;02-04-16 11:20;24.05;98.1;0.2;318.7;-888.88;-888.88
2074;02-04-16 11:30;24.702;97.8;0;345.4;-888.88;-888.88
2075;02-04-16 11:40;24.532;97.4;0;150.2;-888.88;-888.88
2076;02-04-16 11:50;25.137;96.6;0.2;339.7;-888.88;-888.88
2077;02-04-16 12:00;25.623;95.5;0;345.4;-888.88;-888.88
2078;02-04-16 12:10;25.939;94;0;70.2;-888.88;-888.88
2079;02-04-16 12:20;26.207;91.9;0;205;-888.88;-888.88
2080;02-04-16 12:30;25.647;90;0;94.1;-888.88;-888.88
2081;02-04-16 12:40;25.817;89.4;0;101.1;-888.88;-888.88
2082;02-04-16 12:50;25.307;89.3;0;101.1;-888.88;-888.88
2083;02-04-16 13:00;25.525;90.4;0;115.1;-888.88;-888.88
2084;02-04-16 13:10;26.622;90.1;0;88.4;-888.88;-888.88
2085;02-04-16 13:20;27.038;88.7;0;113.7;-888.88;-888.88
2086;02-04-16 13:30;27.112;87.8;0;91.3;-888.88;-888.88
2087;02-04-16 13:40;26.744;86.3;0;112.3;-888.88;-888.88
2088;02-04-16 13:50;26.426;86.7;0;92.7;-888.88;-888.88
2089;02-04-16 14:00;26.207;87.8;0;95.5;-888.88;-888.88
2090;02-04-16 14:10;26.573;87.8;0;87;-888.88;-888.88
2091;02-04-16 14:20;26.867;86.9;0;78.6;-888.88;-888.88
2092;02-04-16 14:30;27.014;85.7;0;99.7;-888.88;-888.88
2093;02-04-16 14:40;26.378;85.3;0;110.9;-888.88;-888.88
2094;02-04-16 14:50;26.842;86.5;0;101.1;-888.88;-888.88
2095;02-04-16 15:00;26.329;86.4;0;108.1;-888.88;-888.88
2096;02-04-16 15:10;25.647;87.2;0;75.8;-888.88;-888.88
2097;02-04-16 15:20;26.158;88.6;0;87;-888.88;-888.88
2098;02-04-16 15:30;25.939;88.7;0;112.3;-888.88;-888.88
2099;02-04-16 15:40;25.574;89.1;0;96.9;-888.88;-888.88
2100;02-04-16 15:50;25.258;89.6;0;88.4;-888.88;-888.88
2101;02-04-16 16:00;25.55;89.7;0;78.6;-888.88;-888.88
2102;02-04-16 16:10;25.38;90;0;96.9;-888.88;-888.88
2103;02-04-16 16:20;25.137;90.5;0;91.3;-888.88;-888.88
2104;02-04-16 16:30;25.258;90.9;0;88.4;-888.88;-888.88
2105;02-04-16 16:40;25.623;90.5;0;88.4;-888.88;-888.88
2106;02-04-16 16:50;25.623;89.2;0;92.7;-888.88;-888.88
2107;02-04-16 17:00;25.671;88.5;0;261.1;-888.88;-888.88
2108;02-04-16 17:10;25.987;88.6;0;313.1;-888.88;-888.88
2109;02-04-16 17:20;25.914;88.3;0;339.7;-888.88;-888.88
2110;02-04-16 17:30;25.866;88.4;0;348.2;-888.88;-888.88
2111;02-04-16 17:40;25.89;88.2;0;342.6;-888.88;-888.88
2112;02-04-16 17:50;25.963;87.9;0;336.9;-888.88;-888.88
2113;02-04-16 18:00;25.841;87.5;0;355.2;-888.88;-888.88
2114;02-04-16 18:10;25.793;87.4;0;353.8;-888.88;-888.88
2115;02-04-16 18:20;25.744;87.7;0;329.9;-888.88;-888.88
2116;02-04-16 18:30;25.647;88.1;0;283.6;-888.88;-888.88
2117;02-04-16 18:40;25.598;88.7;0;263.9;-888.88;-888.88
2118;02-04-16 18:50;25.501;89;0;276.6;-888.88;-888.88
2119;02-04-16 19:00;25.671;89.1;0;287.8;-888.88;-888.88
2120;02-04-16 19:10;25.793;88.9;0;275.2;-888.88;-888.88
2121;02-04-16 19:20;25.793;88.6;0;160;-888.88;-888.88
2122;02-04-16 19:30;25.793;88.1;0;287.8;-888.88;-888.88
2123;02-04-16 19:40;25.768;87.5;0;165.7;-888.88;-888.88
2124;02-04-16 19:50;25.695;87.9;0;252.7;-888.88;-888.88
2125;02-04-16 20:00;25.744;88.4;0;285;-888.88;-888.88
2126;02-04-16 20:10;25.623;88.7;0;261.1;-888.88;-888.88
2127;02-04-16 20:20;25.574;89;0;300.4;-888.88;-888.88
2128;02-04-16 20:30;25.55;89.3;0;206.4;-888.88;-888.88
2129;02-04-16 20:40;25.695;89.5;0;256.9;-888.88;-888.88
2130;02-04-16 20:50;25.671;89.4;0;294.8;-888.88;-888.88
2131;02-04-16 21:00;25.647;89.4;0;205;-888.88;-888.88
2132;02-04-16 21:10;25.647;89.3;0;132;-888.88;-888.88
2133;02-04-16 21:20;25.841;89.2;0;157.2;-888.88;-888.88
2134;02-04-16 21:30;25.841;88.7;0;161.5;-888.88;-888.88
2135;02-04-16 21:40;25.671;88.6;0;160;-888.88;-888.88
2136;02-04-16 21:50;25.453;88.7;0;160;-888.88;-888.88
2137;02-04-16 22:00;25.38;89;0;165.7;-888.88;-888.88
2138;02-04-16 22:10;25.404;89.3;0;168.5;-888.88;-888.88
2139;02-04-16 22:20;25.695;89.4;0;73;-888.88;-888.88
2140;02-04-16 22:30;25.623;89.1;0;348.2;-888.88;-888.88
2141;02-04-16 22:40;25.525;88.9;0;182.5;-888.88;-888.88
2142;02-04-16 22:50;25.598;89;0;210.6;-888.88;-888.88
2143;02-04-16 23:00;25.404;89.6;0;59;-888.88;-888.88
2144;02-04-16 23:10;25.355;90.3;0;5.6;-888.88;-888.88
2145;02-04-16 23:20;25.21;91;0;88.4;-888.88;-888.88
2146;02-04-16 23:30;25.113;91.7;0;217.6;-888.88;-888.88
