N;Fecha Tiempo;TempCelcius ;HR;Lluviamm;Dirdelviento;Veldelviento_m/s;Velderafagas_m/s
69;01/21/16 01:20:00 PM;31.23;69.8;0;223.2;-888.88;-888.88
70;01/21/16 01:30:00 PM;31.97;68.9;0;261.1;-888.88;-888.88
71;01/21/16 01:40:00 PM;32.227;67.2;0;147.4;-888.88;-888.88
72;01/21/16 01:50:00 PM;31.561;66.6;0;196.5;-888.88;-888.88
73;01/21/16 02:00:00 PM;31.077;67.9;0;178.3;-888.88;-888.88
74;01/21/16 02:10:00 PM;30.243;69.3;0;92.7;-888.88;-888.88
75;01/21/16 02:20:00 PM;30.444;70.2;0;103.9;-888.88;-888.88
76;01/21/16 02:30:00 PM;31.51;69.6;0;108.1;-888.88;-888.88
77;01/21/16 02:40:00 PM;30.874;68.4;0;115.1;-888.88;-888.88
78;01/21/16 02:50:00 PM;30.394;69.2;0;133.4;-888.88;-888.88
79;01/21/16 03:00:00 PM;30.268;70.6;0;162.9;-888.88;-888.88
80;01/21/16 03:10:00 PM;29.84;71.1;0;167.1;-888.88;-888.88
81;01/21/16 03:20:00 PM;28.543;74.5;0.79;143.2;-888.88;-888.88
82;01/21/16 03:30:00 PM;28.171;79.2;0.41;136.2;-888.88;-888.88
83;01/21/16 03:40:00 PM;27.677;81.2;0.2;231.6;-888.88;-888.88
84;01/21/16 03:50:00 PM;27.702;83.6;0;279.4;-888.88;-888.88
85;01/21/16 04:00:00 PM;27.949;84.2;0;233.1;-888.88;-888.88
86;01/21/16 04:10:00 PM;28.245;83.3;0;132;-888.88;-888.88
87;01/21/16 04:20:00 PM;28.32;81.6;0;132;-888.88;-888.88
88;01/21/16 04:30:00 PM;28.419;80.3;0;133.4;-888.88;-888.88
89;01/21/16 04:40:00 PM;28.543;79.3;0;136.2;-888.88;-888.88
90;01/21/16 04:50:00 PM;28.667;78.1;0;144.6;-888.88;-888.88
91;01/21/16 05:00:00 PM;28.791;77.3;0;141.8;-888.88;-888.88
92;01/21/16 05:10:00 PM;28.816;76.3;0;148.8;-888.88;-888.88
93;01/21/16 05:20:00 PM;28.617;76.7;0;144.6;-888.88;-888.88
94;01/21/16 05:30:00 PM;28.518;77.7;0;119.3;-888.88;-888.88
95;01/21/16 05:40:00 PM;28.394;78.2;0;126.4;-888.88;-888.88
96;01/21/16 05:50:00 PM;28.345;78;0;178.3;-888.88;-888.88
97;01/21/16 06:00:00 PM;28.245;78;0;153;-888.88;-888.88
98;01/21/16 06:10:00 PM;28.32;77.4;0;124.9;-888.88;-888.88
99;01/21/16 06:20:00 PM;28.295;76.5;0;115.1;-888.88;-888.88
100;01/21/16 06:30:00 PM;27.924;76.4;0;146;-888.88;-888.88
101;01/21/16 06:40:00 PM;28.072;77.5;0;172.7;-888.88;-888.88
102;01/21/16 06:50:00 PM;28.122;76.6;0;139;-888.88;-888.88
103;01/21/16 07:00:00 PM;28.147;76.4;0;207.8;-888.88;-888.88
104;01/21/16 07:10:00 PM;28.097;76.4;0;196.5;-888.88;-888.88
105;01/21/16 07:20:00 PM;27.924;76.6;0;200.8;-888.88;-888.88
106;01/21/16 07:30:00 PM;28.048;76.6;0;195.1;-888.88;-888.88
107;01/21/16 07:40:00 PM;27.998;75.9;0;192.3;-888.88;-888.88
108;01/21/16 07:50:00 PM;27.875;76;0;123.5;-888.88;-888.88
109;01/21/16 08:00:00 PM;27.899;76.3;0;153;-888.88;-888.88
110;01/21/16 08:10:00 PM;27.801;76.4;0;151.6;-888.88;-888.88
111;01/21/16 08:20:00 PM;27.628;76.7;0;203.6;-888.88;-888.88
112;01/21/16 08:30:00 PM;27.554;77.5;0;214.8;-888.88;-888.88
113;01/21/16 08:40:00 PM;27.702;77.7;0;183.9;-888.88;-888.88
114;01/21/16 08:50:00 PM;27.456;77.9;0;130.6;-888.88;-888.88
115;01/21/16 09:00:00 PM;27.284;78.3;0;112.3;-888.88;-888.88
116;01/21/16 09:10:00 PM;26.989;79.3;0;178.3;-888.88;-888.88
117;01/21/16 09:20:00 PM;26.158;82.9;0;352.4;-888.88;-888.88
118;01/21/16 09:30:00 PM;26.061;87.3;0;355.2;-888.88;-888.88
119;01/21/16 09:40:00 PM;25.817;89.2;0;346.8;-888.88;-888.88
120;01/21/16 09:50:00 PM;25.744;90.3;0;355.2;-888.88;-888.88
121;01/21/16 10:00:00 PM;25.623;91;0;349.6;-888.88;-888.88
122;01/21/16 10:10:00 PM;25.55;91.5;0;349.6;-888.88;-888.88
123;01/21/16 10:20:00 PM;25.501;91.9;0;349.6;-888.88;-888.88
124;01/21/16 10:30:00 PM;25.428;92.2;0;342.6;-888.88;-888.88
125;01/21/16 10:40:00 PM;25.501;92.4;0;339.7;-888.88;-888.88
126;01/21/16 10:50:00 PM;25.477;92.5;0;325.7;-888.88;-888.88
127;01/21/16 11:00:00 PM;25.501;92.5;0;328.5;-888.88;-888.88
128;01/21/16 11:10:00 PM;25.55;92.5;0;351;-888.88;-888.88
129;01/21/16 11:20:00 PM;25.598;92.5;0;313.1;-888.88;-888.88
130;01/21/16 11:30:00 PM;25.623;92.5;0;313.1;-888.88;-888.88
131;01/21/16 11:40:00 PM;25.647;92.5;0;306.1;-888.88;-888.88
132;01/21/16 11:50:00 PM;25.817;92.3;0;233.1;-888.88;-888.88
133;01/22/16 12:00:00 AM;25.841;92.1;0;233.1;-888.88;-888.88
134;01/22/16 12:10:00 AM;25.914;91.8;0;168.5;-888.88;-888.88
135;01/22/16 12:20:00 AM;26.036;90.8;0;141.8;-888.88;-888.88
136;01/22/16 12:30:00 AM;25.987;89.1;0;188.1;-888.88;-888.88
137;01/22/16 12:40:00 AM;25.963;87.8;0;137.6;-888.88;-888.88
138;01/22/16 12:50:00 AM;25.939;87.2;0;209.2;-888.88;-888.88
139;01/22/16 01:00:00 AM;25.89;87.1;0;186.7;-888.88;-888.88
140;01/22/16 01:10:00 AM;25.841;87.1;0;199.4;-888.88;-888.88
141;01/22/16 01:20:00 AM;25.793;87.2;0;214.8;-888.88;-888.88
142;01/22/16 01:30:00 AM;25.768;87.1;0;213.4;-888.88;-888.88
143;01/22/16 01:40:00 AM;25.793;87.1;0;213.4;-888.88;-888.88
144;01/22/16 01:50:00 AM;25.841;86.8;0;231.6;-888.88;-888.88
145;01/22/16 02:00:00 AM;25.939;85.9;0;266.7;-888.88;-888.88
146;01/22/16 02:10:00 AM;25.841;85.5;0;286.4;-888.88;-888.88
147;01/22/16 02:20:00 AM;25.744;85.9;0;355.2;-888.88;-888.88
148;01/22/16 02:30:00 AM;25.647;86.2;0;303.2;-888.88;-888.88
149;01/22/16 02:40:00 AM;25.525;86.4;0;296.2;-888.88;-888.88
150;01/22/16 02:50:00 AM;25.38;87.8;0;352.4;-888.88;-888.88
151;01/22/16 03:00:00 AM;25.234;90;0;338.3;-888.88;-888.88
152;01/22/16 03:10:00 AM;24.847;91.9;0;56.2;-888.88;-888.88
153;01/22/16 03:20:00 AM;24.847;93.1;0;54.8;-888.88;-888.88
154;01/22/16 03:30:00 AM;24.895;93.6;0;30.9;-888.88;-888.88
155;01/22/16 03:40:00 AM;24.895;93.9;0;5.6;-888.88;-888.88
156;01/22/16 03:50:00 AM;24.847;94.1;0;26.7;-888.88;-888.88
157;01/22/16 04:00:00 AM;24.871;94.4;0;352.4;-888.88;-888.88
158;01/22/16 04:10:00 AM;24.823;94.6;0;353.8;-888.88;-888.88
159;01/22/16 04:20:00 AM;24.895;94.7;0;346.8;-888.88;-888.88
160;01/22/16 04:30:00 AM;24.944;94.9;0;339.7;-888.88;-888.88
161;01/22/16 04:40:00 AM;24.944;94.9;0;47.7;-888.88;-888.88
162;01/22/16 04:50:00 AM;24.774;95.1;0;50.5;-888.88;-888.88
163;01/22/16 05:00:00 AM;24.75;95.3;0;50.5;-888.88;-888.88
164;01/22/16 05:10:00 AM;24.726;95.4;0;25.3;-888.88;-888.88
165;01/22/16 05:20:00 AM;24.75;95.4;0;40.7;-888.88;-888.88
166;01/22/16 05:30:00 AM;24.484;95.5;0;47.7;-888.88;-888.88
167;01/22/16 05:40:00 AM;24.388;95.6;0;59;-888.88;-888.88
168;01/22/16 05:50:00 AM;24.436;95.6;0;64.6;-888.88;-888.88
169;01/22/16 06:00:00 AM;24.339;95.8;0;61.8;-888.88;-888.88
170;01/22/16 06:10:00 AM;24.363;96;0;53.3;-888.88;-888.88
171;01/22/16 06:20:00 AM;24.363;96.1;0;61.8;-888.88;-888.88
172;01/22/16 06:30:00 AM;24.388;96;0;70.2;-888.88;-888.88
173;01/22/16 06:40:00 AM;24.46;95.9;0;75.8;-888.88;-888.88
174;01/22/16 06:50:00 AM;24.653;95.8;0;106.7;-888.88;-888.88
175;01/22/16 07:00:00 AM;24.677;95.6;0;112.3;-888.88;-888.88
176;01/22/16 07:10:00 AM;25.016;95.5;0;113.7;-888.88;-888.88
177;01/22/16 07:20:00 AM;25.016;95.2;0;223.2;-888.88;-888.88
178;01/22/16 07:30:00 AM;25.331;94.9;0;164.3;-888.88;-888.88
179;01/22/16 07:40:00 AM;25.307;94.5;0;240.1;-888.88;-888.88
180;01/22/16 07:50:00 AM;25.55;94;0;176.9;-888.88;-888.88
181;01/22/16 08:00:00 AM;25.768;93.3;0;221.8;-888.88;-888.88
182;01/22/16 08:10:00 AM;25.671;92.4;0;238.7;-888.88;-888.88
183;01/22/16 08:20:00 AM;25.939;91.8;0;245.7;-888.88;-888.88
184;01/22/16 08:30:00 AM;27.259;91;0;171.3;-888.88;-888.88
185;01/22/16 08:40:00 AM;27.407;89.2;0;172.7;-888.88;-888.88
186;01/22/16 08:50:00 AM;27.112;88.1;0;249.9;-888.88;-888.88
187;01/22/16 09:00:00 AM;28.816;86.5;0;271;-888.88;-888.88
188;01/22/16 09:10:00 AM;27.308;83.3;0;261.1;-888.88;-888.88
189;01/22/16 09:20:00 AM;28.518;84.3;0;244.3;-888.88;-888.88
190;01/22/16 09:30:00 AM;28.32;82.6;0;266.7;-888.88;-888.88
191;01/22/16 09:40:00 AM;27.998;82.2;0;154.4;-888.88;-888.88
192;01/22/16 09:50:00 AM;29.515;83;0;307.5;-888.88;-888.88
193;01/22/16 10:00:00 AM;29.315;79.5;0;116.5;-888.88;-888.88
194;01/22/16 10:10:00 AM;29.015;79.3;0;292;-888.88;-888.88
195;01/22/16 10:20:00 AM;29.991;79;0;290.6;-888.88;-888.88
196;01/22/16 10:30:00 AM;29.991;77.2;0;268.1;-888.88;-888.88
197;01/22/16 10:40:00 AM;32.227;74.6;0;155.8;-888.88;-888.88
198;01/22/16 10:50:00 AM;31.052;72.3;0;147.4;-888.88;-888.88
199;01/22/16 11:00:00 AM;29.439;75.3;0;279.4;-888.88;-888.88
200;01/22/16 11:10:00 AM;30.849;75.6;0;290.6;-888.88;-888.88
201;01/22/16 11:20:00 AM;29.64;74.8;0;278;-888.88;-888.88
202;01/22/16 11:30:00 AM;29.916;75.1;0;254.1;-888.88;-888.88
203;01/22/16 11:40:00 AM;31.433;72.1;0;51.9;-888.88;-888.88
204;01/22/16 11:50:00 AM;31.23;71.1;0;256.9;-888.88;-888.88
205;01/22/16 12:00:00 PM;31.001;70.9;0;186.7;-888.88;-888.88
206;01/22/16 12:10:00 PM;30.394;72.5;0;269.6;-888.88;-888.88
207;01/22/16 12:20:00 PM;30.646;71.5;0;110.9;-888.88;-888.88
208;01/22/16 12:30:00 PM;30.748;70.1;0;98.3;-888.88;-888.88
209;01/22/16 12:40:00 PM;30.495;70.8;0;103.9;-888.88;-888.88
210;01/22/16 12:50:00 PM;30.117;72.8;0;95.5;-888.88;-888.88
211;01/22/16 01:00:00 PM;29.59;75.1;0;265.3;-888.88;-888.88
212;01/22/16 01:10:00 PM;29.215;77;0;71.6;-888.88;-888.88
213;01/22/16 01:20:00 PM;29.439;77.2;0;73;-888.88;-888.88
214;01/22/16 01:30:00 PM;29.439;76.8;0;88.4;-888.88;-888.88
215;01/22/16 01:40:00 PM;30.016;77.1;0;148.8;-888.88;-888.88
216;01/22/16 01:50:00 PM;29.464;76.5;0;109.5;-888.88;-888.88
217;01/22/16 02:00:00 PM;29.54;76.5;0;80;-888.88;-888.88
218;01/22/16 02:10:00 PM;29.991;76;0;89.9;-888.88;-888.88
219;01/22/16 02:20:00 PM;29.765;74.8;0;105.3;-888.88;-888.88
220;01/22/16 02:30:00 PM;29.715;74.2;0;81.4;-888.88;-888.88
221;01/22/16 02:40:00 PM;29.865;73.8;0;91.3;-888.88;-888.88
222;01/22/16 02:50:00 PM;30.243;72.9;0;233.1;-888.88;-888.88
223;01/22/16 03:00:00 PM;30.041;73;0;188.1;-888.88;-888.88
224;01/22/16 03:10:00 PM;30.268;72.4;0;91.3;-888.88;-888.88
225;01/22/16 03:20:00 PM;30.091;72;0;105.3;-888.88;-888.88
226;01/22/16 03:30:00 PM;29.89;72.1;0;119.3;-888.88;-888.88
227;01/22/16 03:40:00 PM;29.89;71.9;0;98.3;-888.88;-888.88
228;01/22/16 03:50:00 PM;29.966;72.1;0;89.9;-888.88;-888.88
229;01/22/16 04:00:00 PM;30.066;71.9;0;132;-888.88;-888.88
230;01/22/16 04:10:00 PM;29.115;74.2;0;129.2;-888.88;-888.88
231;01/22/16 04:20:00 PM;28.568;77.6;0.2;238.7;-888.88;-888.88
232;01/22/16 04:30:00 PM;27.727;80.3;0.61;293.4;-888.88;-888.88
233;01/22/16 04:40:00 PM;27.382;82.7;0.41;268.1;-888.88;-888.88
234;01/22/16 04:50:00 PM;27.259;83.8;0.2;278;-888.88;-888.88
235;01/22/16 05:00:00 PM;27.235;84.4;0;276.6;-888.88;-888.88
236;01/22/16 05:10:00 PM;27.186;85.6;0.2;132;-888.88;-888.88
237;01/22/16 05:20:00 PM;27.038;85.8;0.41;116.5;-888.88;-888.88
238;01/22/16 05:30:00 PM;26.769;85.7;0.2;96.9;-888.88;-888.88
239;01/22/16 05:40:00 PM;26.695;86;0.2;141.8;-888.88;-888.88
240;01/22/16 05:50:00 PM;26.989;85.5;0;193.7;-888.88;-888.88
241;01/22/16 06:00:00 PM;27.038;84.8;0;175.5;-888.88;-888.88
242;01/22/16 06:10:00 PM;26.989;84.3;0;153;-888.88;-888.88
243;01/22/16 06:20:00 PM;27.063;84;0;202.2;-888.88;-888.88
244;01/22/16 06:30:00 PM;27.136;83.9;0;202.2;-888.88;-888.88
245;01/22/16 06:40:00 PM;27.308;84;0;199.4;-888.88;-888.88
246;01/22/16 06:50:00 PM;27.481;83.3;0;192.3;-888.88;-888.88
247;01/22/16 07:00:00 PM;27.579;82.3;0;162.9;-888.88;-888.88
248;01/22/16 07:10:00 PM;27.554;82.2;0;200.8;-888.88;-888.88
249;01/22/16 07:20:00 PM;27.431;82.7;0;207.8;-888.88;-888.88
250;01/22/16 07:30:00 PM;27.456;83.2;0;190.9;-888.88;-888.88
251;01/22/16 07:40:00 PM;27.505;83.3;0;212;-888.88;-888.88
252;01/22/16 07:50:00 PM;27.554;83.3;0;179.7;-888.88;-888.88
253;01/22/16 08:00:00 PM;27.554;83.9;0;154.4;-888.88;-888.88
254;01/22/16 08:10:00 PM;27.875;84;0;161.5;-888.88;-888.88
255;01/22/16 08:20:00 PM;27.702;83.9;0;153;-888.88;-888.88
256;01/22/16 08:30:00 PM;27.505;84.3;0;176.9;-888.88;-888.88
257;01/22/16 08:40:00 PM;26.646;84.9;0.79;172.7;-888.88;-888.88
258;01/22/16 08:50:00 PM;27.038;86;0.61;140.4;-888.88;-888.88
259;01/22/16 09:00:00 PM;26.842;85.9;0;158.6;-888.88;-888.88
260;01/22/16 09:10:00 PM;26.769;86.6;0;165.7;-888.88;-888.88
261;01/22/16 09:20:00 PM;26.5;88;0.2;169.9;-888.88;-888.88
262;01/22/16 09:30:00 PM;26.207;89;0.2;168.5;-888.88;-888.88
263;01/22/16 09:40:00 PM;25.866;90.3;0.61;160;-888.88;-888.88
264;01/22/16 09:50:00 PM;25.817;91.5;0.79;167.1;-888.88;-888.88
265;01/22/16 10:00:00 PM;25.501;92.3;0.2;169.9;-888.88;-888.88
266;01/22/16 10:10:00 PM;25.38;92.7;0.41;195.1;-888.88;-888.88
267;01/22/16 10:20:00 PM;25.234;93.1;0.41;183.9;-888.88;-888.88
268;01/22/16 10:30:00 PM;25.065;93.5;0;186.7;-888.88;-888.88
269;01/22/16 10:40:00 PM;24.968;94;0.41;185.3;-888.88;-888.88
270;01/22/16 10:50:00 PM;24.944;94.3;0.2;192.3;-888.88;-888.88
271;01/22/16 11:00:00 PM;25.04;94.5;0;202.2;-888.88;-888.88
272;01/22/16 11:10:00 PM;25.137;94.7;0;207.8;-888.88;-888.88
273;01/22/16 11:20:00 PM;25.21;94.7;0;169.9;-888.88;-888.88
274;01/22/16 11:30:00 PM;25.21;94.9;0;185.3;-888.88;-888.88
275;01/22/16 11:40:00 PM;25.283;94.8;0;202.2;-888.88;-888.88
276;01/22/16 11:50:00 PM;25.307;94.7;0;186.7;-888.88;-888.88
277;01/23/16 12:00:00 AM;25.307;94.5;0;206.4;-888.88;-888.88
278;01/23/16 12:10:00 AM;25.38;94.1;0;174.1;-888.88;-888.88
279;01/23/16 12:20:00 AM;25.428;93.6;0;202.2;-888.88;-888.88
280;01/23/16 12:30:00 AM;25.428;93;0;158.6;-888.88;-888.88
281;01/23/16 12:40:00 AM;25.428;92.6;0;130.6;-888.88;-888.88
282;01/23/16 12:50:00 AM;25.355;92;0;168.5;-888.88;-888.88
283;01/23/16 01:00:00 AM;25.307;91.8;0;186.7;-888.88;-888.88
284;01/23/16 01:10:00 AM;25.307;91.6;0;161.5;-888.88;-888.88
285;01/23/16 01:20:00 AM;25.331;91.5;0;188.1;-888.88;-888.88
286;01/23/16 01:30:00 AM;25.283;91.5;0;130.6;-888.88;-888.88
287;01/23/16 01:40:00 AM;25.307;91.5;0;164.3;-888.88;-888.88
288;01/23/16 01:50:00 AM;25.258;91.5;0;153;-888.88;-888.88
289;01/23/16 02:00:00 AM;25.258;91.5;0;168.5;-888.88;-888.88
290;01/23/16 02:10:00 AM;25.21;91.5;0;126.4;-888.88;-888.88
291;01/23/16 02:20:00 AM;25.21;91.6;0;144.6;-888.88;-888.88
292;01/23/16 02:30:00 AM;25.186;91.6;0;129.2;-888.88;-888.88
293;01/23/16 02:40:00 AM;25.137;91.7;0;130.6;-888.88;-888.88
294;01/23/16 02:50:00 AM;25.113;91.8;0;155.8;-888.88;-888.88
295;01/23/16 03:00:00 AM;25.065;91.8;0;127.8;-888.88;-888.88
296;01/23/16 03:10:00 AM;25.04;91.8;0;124.9;-888.88;-888.88
297;01/23/16 03:20:00 AM;24.968;91.8;0;102.5;-888.88;-888.88
298;01/23/16 03:30:00 AM;24.919;91.9;0;165.7;-888.88;-888.88
299;01/23/16 03:40:00 AM;24.919;91.8;0;127.8;-888.88;-888.88
300;01/23/16 03:50:00 AM;24.847;91.3;0;140.4;-888.88;-888.88
301;01/23/16 04:00:00 AM;24.823;90.9;0;123.5;-888.88;-888.88
302;01/23/16 04:10:00 AM;24.774;90.7;0;120.7;-888.88;-888.88
303;01/23/16 04:20:00 AM;24.75;90.7;0;134.8;-888.88;-888.88
304;01/23/16 04:30:00 AM;24.677;90.8;0;165.7;-888.88;-888.88
305;01/23/16 04:40:00 AM;24.653;90.9;0;154.4;-888.88;-888.88
306;01/23/16 04:50:00 AM;24.702;90.9;0;164.3;-888.88;-888.88
307;01/23/16 05:00:00 AM;24.726;90.4;0;151.6;-888.88;-888.88
308;01/23/16 05:10:00 AM;24.847;89.9;0;144.6;-888.88;-888.88
309;01/23/16 05:20:00 AM;24.895;89;0;185.3;-888.88;-888.88
310;01/23/16 05:30:00 AM;24.992;87.7;0;171.3;-888.88;-888.88
311;01/23/16 05:40:00 AM;24.944;86.7;0;115.1;-888.88;-888.88
312;01/23/16 05:50:00 AM;25.234;86.3;0;129.2;-888.88;-888.88
313;01/23/16 06:00:00 AM;25.04;85.8;0;16.8;-888.88;-888.88
314;01/23/16 06:10:00 AM;25.113;86.2;0;4.2;-888.88;-888.88
315;01/23/16 06:20:00 AM;25.113;86.5;0;0;-888.88;-888.88
316;01/23/16 06:30:00 AM;25.137;87;0;355.2;-888.88;-888.88
317;01/23/16 06:40:00 AM;25.21;87.2;0;355.2;-888.88;-888.88
318;01/23/16 06:50:00 AM;25.453;87.1;0;355.2;-888.88;-888.88
319;01/23/16 07:00:00 AM;25.453;86.8;0;336.9;-888.88;-888.88
320;01/23/16 07:10:00 AM;25.793;86.5;0;203.6;-888.88;-888.88
321;01/23/16 07:20:00 AM;26.842;85.1;0;185.3;-888.88;-888.88
322;01/23/16 07:30:00 AM;27.949;81.9;0;196.5;-888.88;-888.88
323;01/23/16 07:40:00 AM;27.456;79.4;0;226;-888.88;-888.88
324;01/23/16 07:50:00 AM;28.245;79.2;0;219;-888.88;-888.88
325;01/23/16 08:00:00 AM;29.015;77.1;0;216.2;-888.88;-888.88
326;01/23/16 08:10:00 AM;28.072;75.5;0;206.4;-888.88;-888.88
327;01/23/16 08:20:00 AM;30.444;74.8;0;158.6;-888.88;-888.88
328;01/23/16 08:30:00 AM;28.394;72.2;0;238.7;-888.88;-888.88
329;01/23/16 08:40:00 AM;29.991;72.7;0;339.7;-888.88;-888.88
330;01/23/16 08:50:00 AM;31.331;69.8;0;223.2;-888.88;-888.88
331;01/23/16 09:00:00 AM;30.545;68.8;0;349.6;-888.88;-888.88
332;01/23/16 09:10:00 AM;28.171;71.8;0;9.8;-888.88;-888.88
333;01/23/16 09:20:00 AM;27.382;77;0;355.2;-888.88;-888.88
334;01/23/16 09:30:00 AM;27.702;78.8;0;346.8;-888.88;-888.88
335;01/23/16 09:40:00 AM;28.493;77.9;0;0;-888.88;-888.88
336;01/23/16 09:50:00 AM;29.464;75.7;0;351;-888.88;-888.88
337;01/23/16 10:00:00 AM;29.464;73.7;0;348.2;-888.88;-888.88
338;01/23/16 10:10:00 AM;30.041;72.7;0;25.3;-888.88;-888.88
339;01/23/16 10:20:00 AM;30.824;71.4;0;355.2;-888.88;-888.88
340;01/23/16 10:30:00 AM;30.394;69.7;0;1.4;-888.88;-888.88
